ENST00000330271 Q5JWF8
ENST00000375200 Q9BYN7
ENST00000377047 Q9Y625
ENST00000413369 Q4G0U5
ENST00000360242 Q68D86
ENST00000371370 Q9Y546
ENST00000370454 Q8TDW0
ENST00000416383 A6NFE2
ENST00000344575 O00144
ENST00000381006 Q7L099
ENST00000370214 P28288
ENST00000370316 Q8IVV8
ENST00000342331 Q6XD76
ENST00000369864 Q86WK6
ENST00000339994 Q14654
ENST00000374672 O43474
ENST00000353172 Q9BQ13
ENST00000380516 Q9NWH9
ENST00000379303 Q9Y305
ENST00000349847 O95171
ENST00000368693 Q8TC84
ENST00000354833 O75920
ENST00000396213 Q6ZMR3
ENST00000394319 Q9UPM6
ENST00000396423 Q14541
ENST00000350549 A4D1T9
ENST00000381486 Q4ZG55
ENST00000376865 Q5H8A3
ENST00000336078 Q9HCE3
ENST00000356920 Q6S8J3
ENST00000361524 Q96K83
ENST00000370200 Q96I82
ENST00000372841 Q495W5
ENST00000360461 Q58EX7
ENST00000370196 P31314
ENST00000360160 O15523
ENST00000360093 Q9NY46
ENST00000370193 P52954
ENST00000421177 P42857
ENST00000381154 P51689
ENST00000360464 A6NFH5
ENST00000371325 Q5JX69
ENST00000400457 Q9BZA8
ENST00000395930 Q9BXF9
ENST00000392523 Q86SX3
ENST00000379409 Q494U1
ENST00000397609 Q52LJ0
ENST00000370008 O00186
ENST00000369390 Q86X60
ENST00000371506 Q5MY95
ENST00000347898 Q8WWX8
ENST00000367123 P0DJJ0
ENST00000358022 Q2TAM9
ENST00000341349 Q86UR1
ENST00000408926 Q5GH70
ENST00000421025 Q8IYX0
ENST00000355095 B4DX44
ENST00000368575 P51153
ENST00000382713 Q6PKX4
ENST00000395068 Q7Z429
ENST00000373032 Q9BX93
ENST00000401466 Q53S58
ENST00000377470 Q76KD6
ENST00000405578 Q86UA6
ENST00000410111 Q16891
ENST00000338316 Q08462
ENST00000400156 A8MUZ8
ENST00000374299 Q8WY07
ENST00000339486 O14730
ENST00000359541 Q8WUA4
ENST00000380602 Q8IUX8
ENST00000357700 Q8WXK3
ENST00000368607 Q8TEY5
ENST00000374667 Q9Y614
ENST00000360273 Q01814
ENST00000356026 O75900
ENST00000382275 Q13634
ENST00000347063 Q8N4F7
ENST00000407249 P21127
ENST00000400532 P57087
ENST00000400419 Q9BVW6
ENST00000336735 Q9UBV2
ENST00000368106 Q6DN72
ENST00000376958 Q86V85
ENST00000376945 Q9Y651
ENST00000399503 Q13233
ENST00000354828 Q06546
ENST00000361824 Q86X24
ENST00000399810 A4QMS7
ENST00000399151 Q9Y3R5
ENST00000359801 Q5JXA9
ENST00000338961 Q9H7Z7
ENST00000379568 Q9NWT1
ENST00000399409 Q92696
ENST00000378319 Q9UIL8
ENST00000361510 O60313
ENST00000374908 Q99865
ENST00000357447 Q9P2Q2
ENST00000372858 Q13310
ENST00000359562 P61296
ENST00000371360 Q5T700
ENST00000397977 Q9NVR2
ENST00000378387 Q8N4T4
ENST00000381226 Q7Z3K6
ENST00000357242 Q0IIM8
ENST00000374806 Q96LZ3
ENST00000361820 Q8TCU5
ENST00000373521 Q5JQF8
ENST00000373519 Q5JQF8
ENST00000395388 P01903
ENST00000394975 Q9BQB6
ENST00000376819 O43827
ENST00000368099 Q9UL16
ENST00000373517 Q9ULW6
ENST00000355610 Q8TE76
ENST00000374900 Q6GMR7
ENST00000398706 A7E2V4
ENST00000335681 Q99743
ENST00000395671 Q309B1
ENST00000342595 Q9GZU5
ENST00000368100 P0DPA2
ENST00000389982 Q3KNT9
ENST00000373040 Q13156
ENST00000374888 P98169
ENST00000337673 Q53GI3
ENST00000395831 Q9NP87
ENST00000393471 Q9Y234
ENST00000357039 P28328
ENST00000409238 Q86SG7
ENST00000339673 Q13316
ENST00000397472 Q8NB37
ENST00000393597 P41231
ENST00000356289 Q86YT9
ENST00000378486 O75038
ENST00000358697 P98168
ENST00000377818 Q08AG7
ENST00000381130 Q5FYA8
ENST00000368679 O43184
ENST00000373030 Q9Y366
ENST00000375832 Q5SQ64
ENST00000415645 C9JG80
ENST00000417201 Q96H35
ENST00000395952 O95870
ENST00000399635 Q96PF2
ENST00000381127 P54793
ENST00000375602 Q9HD64
ENST00000398814 Q8N5R6
ENST00000337435 Q7RTP0
ENST00000378700 P47928
ENST00000359741 Q15043
ENST00000371475 Q6X4W1
ENST00000398462 Q08648
ENST00000394980 Q13201
ENST00000369795 Q5VSL9
ENST00000353442 Q8WVP7
ENST00000416793 P19801
ENST00000375616 Q9HD64
ENST00000376771 Q3MII6
ENST00000375234 Q7RTV5
ENST00000397333 Q8N8A6
ENST00000375825 O95868
ENST00000355329 Q6PF18
ENST00000408946 Q9BRP8
ENST00000358897 B1AJZ9
ENST00000399892 Q96EE3
ENST00000395102 Q9NQ76
ENST00000412676 Q99788
ENST00000356709 Q8WVV5
ENST00000369183 Q9H8W3
ENST00000370151 Q9BVM2
ENST00000356970 Q96S66
ENST00000374466 Q8N6G5
ENST00000374459 Q8N9B8
ENST00000337979 Q13277
ENST00000340281 Q5BKZ1
ENST00000342878 Q8TD33
ENST00000406477 Q9HBI1
ENST00000394869 Q9Y2X7
ENST00000357780 P06727
ENST00000359963 Q96SF2
ENST00000399688 P22234
ENST00000355602 Q8IZN7
ENST00000371263 Q9Y5K1
ENST00000389484 Q9NZR2
ENST00000372237 Q6P2H8
ENST00000355387 Q5VTB9
ENST00000378466 Q9NVE7
ENST00000373514 O14627
ENST00000374332 Q9NR34
ENST00000336777 Q16385
ENST00000350028 Q9Y512
ENST00000381418 O43593
ENST00000370001 Q5T1N1
ENST00000399391 Q6ZRI0
ENST00000352665 Q8N1V2
ENST00000366671 P32242
ENST00000370445 Q9NY43
ENST00000374434 Q5VTT5
ENST00000382723 P28360
ENST00000377602 P61647
ENST00000372852 Q9NQ87
ENST00000393845 Q96MT7
ENST00000343279 Q96AC1
ENST00000408042 Q96L93
ENST00000394850 Q9ULT0
ENST00000376759 P98179
ENST00000356116 Q9ULC5
ENST00000374005 P09769
ENST00000372844 Q9UM19
ENST00000411646 A0A096LP01
ENST00000342607 A0PK00
ENST00000344962 A4D161
ENST00000380887 O95718
ENST00000373502 Q5VXU3
ENST00000394859 Q86YJ7
ENST00000379151 Q8IXQ4
ENST00000345363 Q15722
ENST00000380055 Q9H756
ENST00000372322 Q5VZR2
ENST00000358821 Q96KN2
ENST00000388767 Q6QEF8
ENST00000376537 Q04727
ENST00000369405 Q9H6R6
ENST00000400359 Q2NKQ1
ENST00000380358 Q12873
ENST00000338037 Q9NQ66
ENST00000397296 P48065
ENST00000395906 O95170
ENST00000397621 Q8N461
ENST00000394835 A4FU69
ENST00000379491 O75603
ENST00000375300 Q9Y2K2
ENST00000354489 P20794
ENST00000340967 Q5QJU3
ENST00000353546 Q8N6T3
ENST00000370725 O95490
ENST00000370952 Q9H9A6
ENST00000356321 Q6IQ21
ENST00000397906 Q96AY4
ENST00000361271 B0YJ81
ENST00000382258 Q9NS68
ENST00000397775 P48454
ENST00000375511 Q5MJ07
ENST00000395363 P01909
ENST00000383036 Q99218
ENST00000356517 Q6P093
ENST00000355162 Q9BQ87
ENST00000362032 Q9BXA5
ENST00000397122 Q15561
ENST00000382998 O43310
ENST00000382137 B2RNN3
ENST00000374399 Q6P499
ENST00000382172 Q99797
ENST00000379226 Q9BUR5
ENST00000392379 Q02338
ENST00000370664 Q9HAC8
ENST00000351072 Q8WWM1
ENST00000361671 Q5VZE5
ENST00000375491 Q8WTP9
ENST00000337248 Q5TH74
ENST00000394951 O14874
ENST00000372348 P00519
ENST00000378453 Q5TA89
ENST00000354831 O43847
ENST00000401533 Q75VX8
ENST00000406486 Q9BY89
ENST00000350501 Q8TE85
ENST00000416240 Q9UJS0
ENST00000358656 Q96C28
ENST00000395224 O95947
ENST00000406427 Q6ZV29
ENST00000417717 Q01826
ENST00000368821 Q5VZQ5
ENST00000377428 Q9UJQ7
ENST00000341413 Q6PII5
ENST00000399075 Q8WVX3
ENST00000382044 Q12888
ENST00000338446 Q9NVQ4
ENST00000380473 Q8N6G2
ENST00000371699 Q9UHF1
ENST00000380482 Q5VYS4
ENST00000372950 Q8WXX5
ENST00000357321 Q86X67
ENST00000368427 Q9Y5L5
ENST00000368096 P37802
ENST00000373235 Q6VUC0
ENST00000373031 Q9H2S6
ENST00000370098 Q9BVV2
ENST00000372204 Q8WWB3
ENST00000344577 Q6XZB0
ENST00000378292 P07951
ENST00000341998 Q9UI40
ENST00000396976 Q8IWY8
ENST00000360526 P23141
ENST00000382082 Q8TDN2
ENST00000400120 P0CI00
ENST00000356792 Q3B7T1
ENST00000398458 Q86WS5
ENST00000377495 Q5W0B7
ENST00000417934 O15156
ENST00000359086 Q6UW10
ENST00000368424 Q5T1A1
ENST00000413266 Q8N5U6
ENST00000393077 Q96AJ9
ENST00000376296 Q5SSG8
ENST00000371218 Q96C11
ENST00000354624 Q2TB90
ENST00000372466 Q9H1M0
ENST00000344408 Q86UK5
ENST00000382065 Q9BXJ4
ENST00000337334 Q7Z5M8
ENST00000382085 Q9UHK6
ENST00000368808 Q8N119
ENST00000339145 P09912
ENST00000379108 Q8WVF5
ENST00000370440 Q9H582
ENST00000377211 P24530
ENST00000346618 O00716
ENST00000373020 O43657
ENST00000361840 Q5W111
ENST00000399363 A8MUP6
ENST00000382496 Q13591
ENST00000343164 Q9NSD5
ENST00000379370 O00468
ENST00000376608 A6NCL2
ENST00000377208 Q01851
ENST00000383832 Q8IYJ1
ENST00000381474 Q5JPE7
ENST00000398841 P61236
ENST00000371696 O15120
ENST00000372108 Q9Y5Q8
ENST00000352645 Q9UGR2
ENST00000372453 Q9NQM4
ENST00000355870 Q9BXU1
ENST00000394697 P51828
ENST00000357450 Q8NDV3
ENST00000376810 Q9Y5Z9
ENST00000389474 Q6ZMC9
ENST00000382114 Q8N0V4
ENST00000375910 P08218
ENST00000337322 Q9UL15
ENST00000359621 P08217
ENST00000370206 Q15417
ENST00000372830 Q9UNP9
ENST00000388712 Q8NBJ4
ENST00000369151 Q86Y37
ENST00000374840 P05186
ENST00000380191 P50395
ENST00000374940 P01906
ENST00000394689 Q9NPI1
ENST00000406256 Q7L5L3
ENST00000397283 Q8TAM6
ENST00000394295 P09525
ENST00000382071 P0C862
ENST00000419348 Q9BUP3
ENST00000375442 Q9H2G4
ENST00000370205 Q96F25
ENST00000373142 Q969X2
ENST00000379453 P25100
ENST00000371692 Q5VUD6
ENST00000372827 P34820
ENST00000396668 Q9NUM4
ENST00000381980 Q8IY42
ENST00000382097 Q6IC83
ENST00000361069 Q9Y6N6
ENST00000356686 Q6ZVN7
ENST00000374435 Q8NCK3
ENST00000396137 Q8N9B5
ENST00000397412 Q96RY5
ENST00000394329 Q6V0I7
ENST00000404826 Q7Z5N4
ENST00000413302 O15547
ENST00000374492 Q9BV94
ENST00000377873 Q12934
ENST00000355091 O43292
ENST00000398455 A8MV81
ENST00000344423 Q9H8N7
ENST00000370950 Q05519
ENST00000360803 Q9BZE4
ENST00000409719 Q9BSY4
ENST00000374436 P56537
ENST00000421952 O94850
ENST00000373606 Q9NQG1
ENST00000354287 Q9UK22
ENST00000377369 Q504Y0
ENST00000382985 Q9H7H0
ENST00000403586 O43246
ENST00000369528 Q9BRV8
ENST00000374251 A6NEN9
ENST00000338040 Q9UH90
ENST00000382348 Q8TAK6
ENST00000382357 Q13516
ENST00000379188 P17010
ENST00000394152 Q6NSZ9
ENST00000381344 Q13907
ENST00000370763 Q9UDY4
ENST00000393830 Q9NXL6
ENST00000394815 Q6KB66
ENST00000378061 Q6IV72
ENST00000374781 Q8NGS6
ENST00000405018 Q9UH99
ENST00000374779 Q8NGS8
ENST00000373004 O60687
ENST00000375991 Q9BUE6
ENST00000396037 Q92185
ENST00000370758 P43088
ENST00000338369 O43427
ENST00000371208 Q9UJC3
ENST00000370944 Q8N6S4
ENST00000368093 Q96A28
ENST00000397766 Q96DM1
ENST00000372371 O14802
ENST00000370940 Q9XRX5
ENST00000399139 O95500
ENST00000338033 Q8TD08
ENST00000382492 Q9NYW7
ENST00000409644 Q562E7
ENST00000395794 P48061
ENST00000415914 Q7Z6K1
ENST00000348579 Q8WTX9
ENST00000371956 Q8NFW5
ENST00000336868 Q6DKJ4
ENST00000370640 Q5T681
ENST00000341206 P62502
ENST00000340446 Q5H9T9
ENST00000398136 Q8N131
ENST00000373558 P12931
ENST00000415083 Q15532
ENST00000368090 Q9H3S5
ENST00000393946 Q8IV01
ENST00000400889 Q6L9T8
ENST00000377669 Q9Y4X4
ENST00000381089 Q9NNX9
ENST00000394323 Q14264
ENST00000340067 Q4G0X4
ENST00000393774 Q0VAA2
ENST00000414820 Q6P2I3
ENST00000372188 Q9BRX8
ENST00000348159 Q14814
ENST00000368088 Q92806
ENST00000356173 Q8TC36
ENST00000369235 P48165
ENST00000379550 Q15723
ENST00000372309 Q9BQI0
ENST00000409021 Q96N16
ENST00000378412 Q495T6
ENST00000335867 Q9NYF0
ENST00000354666 Q9NXB9
ENST00000380671 O95447
ENST00000381989 Q9UKK3
ENST00000383165 Q6ZUU3
ENST00000371116 Q9UJU5
ENST00000374767 Q9UFN0
ENST00000409716 Q9Y3C4
ENST00000377561 Q96NU0
ENST00000379400 P50749
ENST00000337919 Q9Y5J3
ENST00000382554 Q9P2P1
ENST00000356080 Q9UEY8
ENST00000413199 Q6ZRP0
ENST00000370425 A2PYH4
ENST00000374762 Q9BS92
ENST00000383163 A6NEV1
ENST00000356017 O60858
ENST00000397137 P62952
ENST00000381967 Q96G03
ENST00000361786 Q9C0C6
ENST00000357006 O43829
ENST00000393807 Q6UWH4
ENST00000343948 Q9UBL9
ENST00000375819 O95867
ENST00000368086 Q969P0
ENST00000379936 Q8IV77
ENST00000372966 Q9Y5S8
ENST00000367980 Q14994
ENST00000396352 O43365
ENST00000392806 Q4V9L6
ENST00000372554 Q9NR46
ENST00000344034 O15355
ENST00000379500 Q8IZ96
ENST00000380032 Q9NQ60
ENST00000416247 P0DJ93
ENST00000370053 Q9NZ72
ENST00000379333 Q9UGH3
ENST00000370823 Q9H4K7
ENST00000417545 Q8IWZ4
ENST00000359052 Q9H4L7
ENST00000350110 Q9UQ52
ENST00000355083 Q86TL2
ENST00000398189 Q13790
ENST00000372586 Q9UPQ8
ENST00000374586 Q9H330
ENST00000337910 O94844
ENST00000409746 Q9H939
ENST00000394809 Q32MK0
ENST00000355815 P36956
ENST00000372956 Q6PP77
ENST00000371320 Q9BWW4
ENST00000370626 Q5T686
ENST00000372638 Q96RK1
ENST00000349552 Q8NFQ5
ENST00000420699 A6QL64
ENST00000380094 Q6P6B7
ENST00000374704 Q8ND76
ENST00000376753 Q9NRD1
ENST00000395550 Q9BXS9
ENST00000337852 O43463
ENST00000381482 Q8TDR2
ENST00000399298 Q6ZUK4
ENST00000377871 Q4U2R8
ENST00000353383 Q7Z5J4
ENST00000355765 Q86UA1
ENST00000380249 Q5VW36
ENST00000375494 P59826
ENST00000381273 A6NHS7
ENST00000407587 Q8IUG5
ENST00000370751 Q53G44
ENST00000398634 Q8N5S3
ENST00000368559 Q5VU65
ENST00000340177 Q9Y5N1
ENST00000335870 Q9UDV6
ENST00000356955 Q13444
ENST00000380916 Q8IVQ6
ENST00000381271 Q9P2K6
ENST00000380911 O95813
ENST00000405617 B7ZBB8
ENST00000341976 Q9UC06
ENST00000382614 A6NNB3
ENST00000382936 A0AVI4
ENST00000359446 O15165
ENST00000402291 Q6NSI8
ENST00000370203 Q96MV1
ENST00000396662 P40617
ENST00000343307 Q6Y288
ENST00000378633 Q9UQ88
ENST00000349457 Q8IZF4
ENST00000351018 P84095
ENST00000353704 O43889
ENST00000393667 Q14789
ENST00000399562 Q6P5X5
ENST00000405709 Q96T52
ENST00000367988 Q969M1
ENST00000378103 Q9HCG7
ENST00000361216 P50993
ENST00000396987 Q86UL3
ENST00000380262 Q8N137
ENST00000399808 Q01628
ENST00000377197 Q5VTT2
ENST00000392519 Q9BTD3
ENST00000394904 P49281
ENST00000342711 Q6DT37
ENST00000343483 P31269
ENST00000377182 Q7Z304
ENST00000409561 A6NCI8
ENST00000378372 Q0VDF9
ENST00000338005 Q5T5S1
ENST00000373921 Q5TEJ8
ENST00000336737 Q9BXW7
ENST00000336232 Q8TCC7
ENST00000379339 Q96HA4
ENST00000370747 Q8TCB0
ENST00000409556 Q9Y4C1
ENST00000371663 Q3YEC7
ENST00000382004 P48380
ENST00000394701 Q12904
ENST00000372930 Q53FP2
ENST00000378404 Q8TDY3
ENST00000374566 Q9H329
ENST00000379144 Q9Y5K3
ENST00000409867 A7E2S9
ENST00000401924 P36268
ENST00000373789 Q8IZC4
ENST00000369516 O60636
ENST00000342308 Q96A57
ENST00000382824 Q8TCJ0
ENST00000394708 Q8TEA7
ENST00000412468 P0C7Q6
ENST00000398023 P0C0P6
ENST00000372517 Q96PL5
ENST00000370597 Q9NQ79
ENST00000388920 Q6ZQN5
ENST00000398752 P25705
ENST00000368671 Q8NCR9
ENST00000374392 Q5T1S8
ENST00000372525 Q9BV19
ENST00000383829 P55201
ENST00000358825 Q9NQV6
ENST00000338969 Q9C026
ENST00000370602 Q2TAP0
ENST00000357366 Q8NGC1
ENST00000395862 P21283
ENST00000373306 P21452
ENST00000396065 O95395
ENST00000395389 P16150
ENST00000335605 Q8NGL3
ENST00000395184 Q8N264
ENST00000378397 Q8NGL0
ENST00000347708 Q9BTY7
ENST00000378396 Q8NGK9
ENST00000355485 Q8TAA9
ENST00000338146 Q8WW59
ENST00000397463 Q8N2G4
ENST00000375454 Q9BQP9
ENST00000395254 Q70YC5
ENST00000383657 Q6Y1H2
ENST00000373461 Q96N03
ENST00000382051 O95436
ENST00000400752 O60844
ENST00000371207 P49961
ENST00000339762 A4IF30
ENST00000340750 Q8NGS1
ENST00000373448 O43156
ENST00000361432 Q8TCE6
ENST00000360168 P37088
ENST00000355209 Q9Y535
ENST00000373686 Q8NH94
ENST00000374080 Q93074
ENST00000402939 Q96QZ7
ENST00000344514 Q8NH69
ENST00000379992 Q7L985
ENST00000368236 A2A3L6
ENST00000404547 P56975
ENST00000420959 Q9ULV4
ENST00000381059 Q9H320
ENST00000373684 Q8NGR2
ENST00000337908 Q96JQ5
ENST00000419782 Q6ZUB0
ENST00000376836 Q9UBI1
ENST00000412678 A6H8M9
ENST00000372502 Q5VV52
ENST00000372134 Q9H3K2
ENST00000361547 Q9NZV5
ENST00000395715 Q9UHF7
ENST00000370742 Q9HBW9
ENST00000407464 Q96JB3
ENST00000394752 Q9UHJ3
ENST00000341170 Q5T7W7
ENST00000359591 Q7Z4F1
ENST00000374303 Q9H019
ENST00000373193 O14522
ENST00000371421 Q8N5I2
ENST00000340107 P22607
ENST00000361138 Q8IY18
ENST00000381042 P41247
ENST00000398955 Q8TDB4
ENST00000396051 Q7L9L4
ENST00000381032 Q9H321
ENST00000373680 Q8NGR4
ENST00000370110 O75607
ENST00000356654 P54259
ENST00000409261 O14513
ENST00000377126 Q13886
ENST00000374142 Q9NUE0
ENST00000356458 Q6ZMW3
ENST00000377575 O00479
ENST00000415669 Q5SSQ6
ENST00000353151 P05814
ENST00000344768 Q96NE9
ENST00000343010 Q6ZUJ4
ENST00000374135 Q9H9Y4
ENST00000397332 P12524
ENST00000381007 Q96EQ0
ENST00000415922 Q6U7Q0
ENST00000375787 O95865
ENST00000389398 A6NCI4
ENST00000361720 Q96I76
ENST00000377348 Q9UK41
ENST00000372126 Q6UWK7
ENST00000400794 O94967
ENST00000396268 Q8TD31
ENST00000393674 Q9NRD0
ENST00000379907 Q8TC27
ENST00000397166 O94830
ENST00000393079 Q8TBE7
ENST00000375703 O43196
ENST00000373290 O95858
ENST00000378850 A7E2U8
ENST00000381920 Q9BUU2
ENST00000397537 Q147U7
ENST00000368235 Q8NCW5
ENST00000372927 Q92674
ENST00000369503 Q8IZD6
ENST00000358585 Q6XE38
ENST00000369500 Q8N8X9
ENST00000368081 Q13733
ENST00000399878 Q68CR1
ENST00000344803 Q6ZQQ2
ENST00000400613 Q5JTZ5
ENST00000372809 Q8NA29
ENST00000381312 Q9NS39
ENST00000398571 Q70CQ2
ENST00000344651 A6NIH7
ENST00000370197 Q9UKA9
ENST00000340556 Q502X0
ENST00000355673 Q96DN6
ENST00000371933 O75071
ENST00000409978 A8MVX0
ENST00000373284 Q5JU69
ENST00000373289 Q8NEE8
ENST00000373783 Q96SZ5
ENST00000358741 Q9NZ94
ENST00000373302 P61764
ENST00000379426 Q5T4T1
ENST00000418511 P0C7T8
ENST00000382951 Q5GAN3
ENST00000370575 Q8N2H3
ENST00000357702 Q9H0E3
ENST00000378078 Q92546
ENST00000402866 Q13474
ENST00000380225 P01568
ENST00000421715 P05014
ENST00000380222 P01570
ENST00000380216 P05015
ENST00000357374 P01566
ENST00000413767 P01571
ENST00000372919 P20073
ENST00000421673 Q6W4X9
ENST00000336702 O14523
ENST00000402738 Q15034
ENST00000360986 Q66K79
ENST00000371204 P51589
ENST00000372207 Q8NFU0
ENST00000368076 Q15121
ENST00000335791 Q9H4F1
ENST00000373003 Q9H1H1
ENST00000382487 Q96P69
ENST00000340722 O95988
ENST00000341197 Q96NM4
ENST00000372907 Q5H9L4
ENST00000409690 Q96LK0
ENST00000376561 Q14247
ENST00000392869 Q4AE62
ENST00000379044 Q96QS3
ENST00000343035 Q3C1V8
ENST00000355697 Q6P4A7
ENST00000394967 P0CG40
ENST00000360203 Q9NZ71
ENST00000389050 A8MPX8
ENST00000374511 Q6A555
ENST00000378186 Q5J8X5
ENST00000372902 O60220
ENST00000370192 Q12882
ENST00000378478 Q8IZ57
ENST00000360213 Q8NGK5
ENST00000357886 Q96SZ6
ENST00000343702 Q9HB63
ENST00000377939 Q6ZRF8
ENST00000379692 Q8TB73
ENST00000372980 Q9BR39
ENST00000354190 Q9UF11
ENST00000369102 Q8WWF1
ENST00000372040 Q8N5D6
ENST00000359039 Q9P2J3
ENST00000372336 Q8N2G6
ENST00000380210 P05013
ENST00000418658 Q8IWV2
ENST00000339355 Q5JR98
ENST00000342016 Q86X95
ENST00000355947 Q9C037
ENST00000368339 Q9H869
ENST00000415430 Q86XK7
ENST00000380206 P01563
ENST00000374866 P05997
ENST00000418107 P28068
ENST00000348227 Q9H977
ENST00000374843 P28067
ENST00000419765 Q8N434
ENST00000379034 Q8N7X4
ENST00000395287 P25440
ENST00000389740 Q86SP6
ENST00000343813 O60725
ENST00000337682 Q9NP50
ENST00000380152 P51587
ENST00000419060 Q86Y79
ENST00000381176 Q3SXP7
ENST00000371088 A8K855
ENST00000372676 Q14508
ENST00000371092 Q13352
ENST00000399813 Q9H1K4
ENST00000373295 Q5JU67
ENST00000373884 Q9H6D3
ENST00000341255 Q6ICC9
ENST00000412172 Q6ZMV5
ENST00000373894 Q92485
ENST00000415380 Q8WTV0
ENST00000399916 Q13761
ENST00000382580 O96017
ENST00000356790 Q96LZ2
ENST00000372325 Q8IWL1
ENST00000379881 Q9NX45
ENST00000381031 Q5R3I4
ENST00000420455 P56557
ENST00000379388 P15822
ENST00000356891 Q8N999
ENST00000339507 Q9NVM4
ENST00000344209 Q86SU0
ENST00000353487 Q8TCT6
ENST00000396825 Q8N6M3
ENST00000349995 Q96JB2
ENST00000409579 P51826
ENST00000373279 Q96D05
ENST00000371201 Q8N0U7
ENST00000373758 Q6NUK4
ENST00000377459 Q96KK5
ENST00000372670 Q9BQY6
ENST00000396862 Q6NT04
ENST00000358369 Q7L4E1
ENST00000349780 Q96SN8
ENST00000354280 O95925
ENST00000377566 Q6XYB7
ENST00000415638 P35858
ENST00000394829 P16298
ENST00000342055 Q02161
ENST00000388747 Q5T9C9
ENST00000372764 P00749
ENST00000421016 Q9HBT8
ENST00000401815 P40197
ENST00000379938 Q92766
ENST00000412307 Q5SWW7
ENST00000355303 Q5XXA6
ENST00000339859 Q70EL1
ENST00000371923 P13584
ENST00000399232 Q7Z553
ENST00000373095 Q5T9C2
ENST00000419275 P0DN37
ENST00000375419 Q5T035
ENST00000392951 Q01995
ENST00000373659 Q15916
ENST00000373656 Q9HCK0
ENST00000396776 Q8N292
ENST00000377420 Q5VV16
ENST00000373642 Q99679
ENST00000357429 Q9BRJ6
ENST00000343457 Q68CR7
ENST00000396094 A1E959
ENST00000356406 O15254
ENST00000350881 P35443
ENST00000394549 Q13609
ENST00000375394 Q15477
ENST00000389583 A0PK05
ENST00000340291 Q99932
ENST00000340096 O75665
ENST00000362066 Q8IZU0
ENST00000376894 Q16653
ENST00000340258 Q9H2L5
ENST00000351270 Q14520
ENST00000354883 Q70HW3
ENST00000395407 Q9NXK6
ENST00000361822 Q9NRM2
ENST00000340181 Q9Y603
ENST00000377898 Q5TGS1
ENST00000381431 Q16585
ENST00000380130 Q5TBK1
ENST00000400677 Q9NP08
ENST00000342694 P20594
ENST00000377893 Q6NV75
ENST00000379504 Q6ZVM7
ENST00000419743 Q8NCQ5
ENST00000373248 Q9BRQ8
ENST00000407775 Q8WW38
ENST00000389737 Q8IYL2
ENST00000399396 Q92802
ENST00000395035 Q5MAI5
ENST00000409310 Q02325
ENST00000348518 Q8WXU2
ENST00000373731 Q7Z5Y7
ENST00000403581 P85299
ENST00000375425 P18615
ENST00000374296 Q86WK9
ENST00000336686 Q9Y608
ENST00000396308 P23763
ENST00000398160 Q9NPC3
ENST00000354638 Q04671
ENST00000359901 Q8N2N9
ENST00000412352 Q8IXQ9
ENST00000419470 Q8IWL2
ENST00000340941 Q9HCC0
ENST00000368849 Q9NNX1
ENST00000370185 Q7Z2D5
ENST00000369948 Q5T5A4
ENST00000415076 Q9GZY4
ENST00000369939 Q6UXG2
ENST00000415041 C9JPN9
ENST00000389774 P85298
ENST00000418425 Q6P1Q0
ENST00000352385 Q8TDY8
ENST00000368223 P48681
ENST00000358365 Q8IXI2
ENST00000348925 P51649
ENST00000371189 Q12857
ENST00000370685 P22694
ENST00000392701 Q14435
ENST00000375412 Q5T036
ENST00000360428 Q14574
ENST00000374408 Q9BQN1
ENST00000371877 Q15468
ENST00000392552 Q7Z3F1
ENST00000357727 Q02930
ENST00000396952 Q8TCB6
ENST00000359441 O60258
ENST00000375847 Q9Y2G8
ENST00000380821 Q92966
ENST00000354193 Q8NHG7
ENST00000374837 Q9H492
ENST00000372192 Q9Y6C5
ENST00000420910 Q96KR4
ENST00000395527 Q5M775
ENST00000394282 Q9ULP0
ENST00000369483 O75054
ENST00000378026 Q07065
ENST00000375826 Q9BSE5
ENST00000357199 Q8IUA0
ENST00000357997 Q86XL3
ENST00000374809 Q8IXH6
ENST00000378962 Q9HAI6
ENST00000372546 Q86YN1
ENST00000374796 Q14686
ENST00000405633 Q8N5U1
ENST00000373871 Q99504
ENST00000368216 Q96FB5
ENST00000343735 P56856
ENST00000380835 Q6NXP6
ENST00000370109 Q9H2P9
ENST00000354891 Q63HQ2
ENST00000380390 Q9NRE1
ENST00000372587 P20800
ENST00000393203 Q9P2B2
ENST00000380383 A6NGY5
ENST00000358929 P15502
ENST00000380371 Q8NGJ7
ENST00000395867 Q8NDW4
ENST00000382666 Q6P587
ENST00000394684 Q8NHU3
ENST00000377741 Q99678
ENST00000339777 Q8N309
ENST00000374448 O15146
ENST00000396057 Q99853
ENST00000340360 Q6P2D8
ENST00000377035 Q6EBC2
ENST00000412723 Q86VD9
ENST00000372643 Q9H1F0
ENST00000376496 P51797
ENST00000399575 Q99935
ENST00000393545 Q9P0W8
ENST00000357582 O95382
ENST00000372271 Q5JUQ0
ENST00000374385 Q9NVA1
ENST00000360578 O94811
ENST00000375327 Q8N443
ENST00000376583 P42898
ENST00000396852 Q9NX65
ENST00000361221 Q9HCE6
ENST00000355264 Q9Y2T2
ENST00000369784 Q96T37
ENST00000380989 Q5JRX3
ENST00000372829 Q9P291
