ENST00000393469 A0/AV/02/swissmodel/41_636_7d10.1.A
ENST00000320740 Q8/N2/H9/swissmodel/40_328_3egb.1.A
ENST00000400930 Q8/N2/K1/swissmodel/12_168_2f4w.1.A
ENST00000457714 Q8/N2/Q7/swissmodel/52_654_3vkf.1.A
ENST00000262971 Q8/N2/W9/swissmodel/130_407_4mvt.1.A
ENST00000602787 Q8/N2/Z9/swissmodel/5_107_4drb.1.B
ENST00000379818 Q8/N3/39/swissmodel/1_61_4mt2.1.A
ENST00000441782 Q8/N3/71/swissmodel/174_416_6f4n.1.A
ENST00000369162 Q8/N3/C0/swissmodel/396_2179_5m52.2.A
ENST00000322765 Q8/N3/E9/swissmodel/200_787_1djz.2.A
ENST00000405615 Q8/N3/J6/swissmodel/29_318_5zo2.1.B
ENST00000539644 Q8/N3/J9/swissmodel/2_250_5wjq.1.C
ENST00000339732 Q8/N3/T1/swissmodel/145_633_6s22.1.A
ENST00000218089 Q8/N3/U4/swissmodel/83_1048_6wg3.1.D
ENST00000303749 Q8/N3/Y7/swissmodel/34_281_1yb1.1.A
ENST00000383678 Q8/N3/Z3/swissmodel/72_250_6yxy.46.A
ENST00000391749 Q8/N4/23/swissmodel/27_419_6aed.1.A
ENST00000337827 Q8/N4/28/swissmodel/62_557_4d0z.1.A
ENST00000241305 Q8/N4/36/swissmodel/316_721_2nsm.1.A
ENST00000281543 Q8/N4/42/swissmodel/69_668_3jce.1.u
ENST00000374160 Q8/N4/56/swissmodel/30_238_4u09.1.A
ENST00000321264 Q8/N4/65/swissmodel/53_519_6lpn.1.A
ENST00000220772 Q8/N4/74/swissmodel/56_306_5xgp.1.A
ENST00000273077 Q8/N4/90/swissmodel/119_384_1qh5.1.A
ENST00000315099 Q8/N4/C7/swissmodel/2_260_4jeu.1.B
ENST00000320767 Q8/N4/G2/swissmodel/4_175_4y0v.1.A
ENST00000544379 Q8/N4/H5/swissmodel/12_49_7ck6.1.I
ENST00000268919 Q8/N4/N8/swissmodel/147_542_6bbn.1.F
ENST00000408939 Q8/N4/P2/swissmodel/9_660_4uzy.1.A
ENST00000330334 Q8/N4/P3/swissmodel/2_179_5vxa.1.A
ENST00000297770 Q8/N4/T0/swissmodel/31_434_1kwm.1.A
ENST00000373826 Q8/N4/Z0/swissmodel/5_189_6s5f.1.A
ENST00000372338 Q8/N5/39/swissmodel/132_460_1m1j.1.B
ENST00000263268 Q8/N5/65/swissmodel/34_214_6cmy.1.A
ENST00000302851 Q8/N5/87/swissmodel/115_444_5wjq.1.C
ENST00000368599 Q8/N5/C1/swissmodel/1_288_7d60.1.A
ENST00000263736 Q8/N5/C6/swissmodel/222_993_3bzk.1.A
ENST00000372040 Q8/N5/D6/swissmodel/59_346_3u0x.1.A
ENST00000334651 Q8/N5/I4/swissmodel/36_326_3rd5.1.A
ENST00000361738 Q8/N5/J2/swissmodel/109_370_6yjg.1.A
ENST00000297613 Q8/N5/L8/swissmodel/1_138_6ahr.1.F
ENST00000307768 Q8/N5/M9/swissmodel/1_183_6wvd.1.A
ENST00000158166 Q8/N5/S9/swissmodel/119_464_6t6f.1.A
ENST00000405633 Q8/N5/U1/swissmodel/64_196_6y92.1.A
ENST00000264051 Q8/N5/V2/swissmodel/249_689_7csp.1.A
ENST00000425534 Q8/N5/X7/swissmodel/1_224_4b6u.1.A
ENST00000312196 Q8/N5/Y2/swissmodel/171_507_2y0n.1.A
ENST00000261888 Q8/N5/Y8/swissmodel/5_274_6hxs.1.A
ENST00000402077 Q8/N5/Z5/swissmodel/26_197_3drx.1.A
ENST00000393147 Q8/N6/08/swissmodel/66_782_4wjl.1.A
ENST00000251390 Q8/N6/C8/swissmodel/25_420_6zdx.1.B
ENST00000592179 Q8/N6/D5/swissmodel/10_294_5le3.1.A
ENST00000296387 Q8/N6/F1/swissmodel/4_185_3x29.1.A
ENST00000285420 Q8/N6/M0/swissmodel/134_285_4bou.1.A
ENST00000252505 Q8/N6/M5/swissmodel/1_366_1o59.1.A
ENST00000409186 Q8/N6/Y1/swissmodel/67_847_6e6b.1.A
ENST00000424881 Q8/N7/20/swissmodel/126_459_5wjq.1.C
ENST00000291860 Q8/N7/43/swissmodel/27_316_7k80.1.C
ENST00000379800 Q8/N7/52/swissmodel/9_305_6gzd.1.A
ENST00000359332 Q8/N7/A1/swissmodel/8_338_6do3.1.A
ENST00000294818 Q8/N7/C0/swissmodel/24_228_3zyi.1.A
ENST00000512729 Q8/N7/C3/swissmodel/39_370_4cg4.1.A
ENST00000434824 Q8/N7/C7/swissmodel/35_188_3icu.1.B
ENST00000323319 Q8/N7/P3/swissmodel/8_189_6ov2.1.A
ENST00000397121 Q8/N7/Q3/swissmodel/138_444_5wjq.1.C
ENST00000296097 Q8/N7/S2/swissmodel/9_117_2ctw.1.A
ENST00000379034 Q8/N7/X4/swissmodel/176_397_2wa0.1.A
ENST00000451287 Q8/N8/19/swissmodel/44_402_3fxk.1.A
ENST00000429591 Q8/N8/59/swissmodel/164_420_5wjq.1.C
ENST00000270649 Q8/N8/83/swissmodel/202_534_5wjq.1.C
ENST00000409919 Q8/N8/A2/swissmodel/62_891_4rlv.1.A
ENST00000397333 Q8/N8/A6/swissmodel/204_631_1hv8.1.B
ENST00000323703 Q8/N8/E2/swissmodel/149_467_5v3m.1.C
ENST00000323169 Q8/N8/L2/swissmodel/100_406_5wjq.1.C
ENST00000310389 Q8/N8/L6/swissmodel/75_206_3lvr.1.A
ENST00000570137 Q8/N8/U2/swissmodel/248_505_2gtr.1.A
ENST00000294671 Q8/N8/V2/swissmodel/7_582_1f5n.1.A
ENST00000285393 Q8/N8/Y2/swissmodel/1_350_6wm3.1.W
ENST00000330701 Q8/N8/Y5/swissmodel/84_198_5v3g.1.F
ENST00000296955 Q8/N8/Z6/swissmodel/39_416_2qqm.1.A
ENST00000543818 Q8/N9/67/swissmodel/37_242_2v9t.1.B
ENST00000342071 Q8/N9/83/swissmodel/2_150_7odt.1.f
ENST00000414706 Q8/N9/88/swissmodel/142_420_5wjq.1.C
ENST00000393392 Q8/N9/B4/swissmodel/14_348_5leb.1.A
ENST00000320129 Q8/N9/F8/swissmodel/213_519_5wjq.1.C
ENST00000367267 Q8/N9/I0/swissmodel/138_416_2r83.1.A
ENST00000548198 Q8/N9/I9/swissmodel/159_347_6y22.1.A
ENST00000392173 Q8/N9/K5/swissmodel/204_510_5wjq.1.C
ENST00000323443 Q8/N9/N7/swissmodel/15_221_4u09.1.A
ENST00000311812 Q8/N9/S9/swissmodel/112_383_4gxb.1.A
ENST00000332517 Q8/N9/V2/swissmodel/130_466_4cg4.1.A
ENST00000409990 Q8/N9/V3/swissmodel/4_356_2ymu.1.A
ENST00000403906 Q8/N9/Z0/swissmodel/201_458_5wjq.1.C
ENST00000284898 Q8/NA/19/swissmodel/50_369_1oz2.1.A
ENST00000372809 Q8/NA/29/swissmodel/41_518_7mjs.1.C
ENST00000589413 Q8/NA/42/swissmodel/167_473_5wjq.1.C
ENST00000436886 Q8/NA/P1/swissmodel/21_159_5gt7.2.A
ENST00000344697 Q8/NA/T1/swissmodel/52_580_7e9j.1.A
ENST00000419482 Q8/NB/12/swissmodel/1_468_3n71.1.A
ENST00000267116 Q8/NB/46/swissmodel/44_983_4rlv.1.A
ENST00000297792 Q8/NB/78/swissmodel/50_822_4fwf.1.A
ENST00000274008 Q8/NB/90/swissmodel/62_886_5e7p.1.A
ENST00000398334 Q8/NB/91/swissmodel/7_859_7kzp.1.B
ENST00000426130 Q8/NB/I2/swissmodel/4_229_5zle.1.A
ENST00000310380 Q8/NB/I6/swissmodel/94_392_4wmk.1.A
ENST00000342190 Q8/NB/J7/swissmodel/28_294_1y4j.1.A
ENST00000415061 Q8/NB/N7/swissmodel/30_322_3rd5.1.A
ENST00000358290 Q8/NB/Q5/swissmodel/30_273_1yb1.1.A
ENST00000379757 Q8/NB/S9/swissmodel/81_424_5ayk.1.A
ENST00000296484 Q8/NB/T0/swissmodel/11_305_2ymu.1.A
ENST00000592540 Q8/NB/T2/swissmodel/96_197_2ve7.2.B
ENST00000308448 Q8/NB/U5/swissmodel/67_337_5w0t.1.B
ENST00000381968 Q8/NB/V8/swissmodel/116_387_2r83.1.A
ENST00000396865 Q8/NB/W4/swissmodel/86_561_7kgv.2.A
ENST00000283148 Q8/NB/Z7/swissmodel/88_398_4gll.1.A
ENST00000595607 Q8/NC/26/swissmodel/196_416_5wjq.1.C
ENST00000264230 Q8/NC/60/swissmodel/198_660_3h2y.1.A
ENST00000325351 Q8/NC/A9/swissmodel/62_279_5wjq.1.C
ENST00000477224 Q8/NC/B2/swissmodel/15_332_6t6f.1.A
ENST00000431683 Q8/NC/I6/swissmodel/76_653_4mad.1.A
ENST00000361807 Q8/NC/K3/swissmodel/127_433_5wjq.1.C
ENST00000308009 Q8/NC/K7/swissmodel/35_425_7ckr.1.A
ENST00000543196 Q8/NC/L4/swissmodel/88_622_6s22.1.A
ENST00000322893 Q8/NC/M2/swissmodel/8_718_5k7l.1.A
ENST00000398093 Q8/NC/M8/swissmodel/10_4307_6sc2.1.A
ENST00000288050 Q8/NC/N5/swissmodel/38_867_4pab.1.A
ENST00000268042 Q8/NC/T1/swissmodel/18_316_4ll1.1.C
ENST00000268624 Q8/NC/V1/swissmodel/115_582_6vff.1.A
ENST00000303746 Q8/NC/W0/swissmodel/34_327_5fws.1.A
ENST00000368235 Q8/NC/W5/swissmodel/56_288_2o8n.1.B
ENST00000434507 Q8/NC/W6/swissmodel/65_604_6s22.1.A
ENST00000307450 Q8/ND/C4/swissmodel/3_146_6jle.1.A
ENST00000436909 Q8/ND/F8/swissmodel/106_417_3nyb.1.A
ENST00000356091 Q8/ND/H3/swissmodel/7_497_2hb6.1.E
ENST00000378302 Q8/ND/N9/swissmodel/22_317_6xzl.1.A
ENST00000304030 Q8/ND/P4/swissmodel/183_489_5wjq.1.C
ENST00000395867 Q8/ND/W4/swissmodel/239_571_5wjq.1.C
ENST00000323346 Q8/ND/X2/swissmodel/64_512_6v4d.1.A
ENST00000375418 Q8/ND/Y3/swissmodel/1_353_3hfw.1.A
ENST00000305510 Q8/NE/01/swissmodel/301_658_6mn6.1.A
ENST00000315251 Q8/NE/62/swissmodel/35_578_7av4.1.A
ENST00000291823 Q8/NE/63/swissmodel/3_355_7ncf.1.A
ENST00000336128 Q8/NE/K5/swissmodel/194_500_5wjq.1.C
ENST00000538312 Q8/NE/K8/swissmodel/5_337_6jyj.1.A
ENST00000309683 Q8/NE/M1/swissmodel/181_485_5v3m.1.C
ENST00000571088 Q8/NE/R1/swissmodel/110_778_7lqy.1.A
ENST00000572705 Q8/NE/R1/swissmodel/110_778_7lqy.1.A
ENST00000243349 Q8/NE/R5/swissmodel/161_490_1ias.1.A
ENST00000222725 Q8/NE/S3/swissmodel/109_376_2j0a.1.A
ENST00000301365 Q8/NE/T8/swissmodel/85_745_6pvp.1.A
ENST00000551662 Q8/NE/U8/swissmodel/2_378_4h8s.1.A
ENST00000528848 Q8/NE/V1/swissmodel/2_335_5oni.1.A
ENST00000272238 Q8/NE/Y4/swissmodel/2_423_6wm3.1.B
ENST00000293851 Q8/NF/86/swissmodel/37_279_3e16.1.A
ENST00000303941 Q8/NF/D2/swissmodel/326_756_5jhq.1.A
ENST00000312891 Q8/NF/K1/swissmodel/2_221_6l3v.1.A
ENST00000287590 Q8/NF/L0/swissmodel/85_394_7jhk.2.A
ENST00000310677 Q8/NF/M4/swissmodel/123_1064_6r3q.1.A
ENST00000434837 Q8/NF/P4/swissmodel/19_741_5oj2.1.A
ENST00000359175 Q8/NF/R3/swissmodel/5_66_7k0i.1.C
ENST00000287908 Q8/NF/T2/swissmodel/30_466_6hcy.1.A
ENST00000372207 Q8/NF/U0/swissmodel/2_382_6vx7.1.A
ENST00000549706 Q8/NF/U1/swissmodel/2_367_6vx7.1.A
ENST00000222800 Q8/NF/V4/swissmodel/63_314_7c4d.1.A
ENST00000258704 Q8/NF/V5/swissmodel/147_334_5uq1.2.B
ENST00000229329 Q8/NF/W8/swissmodel/42_270_1qwj.1.A
ENST00000316364 Q8/NF/Y4/swissmodel/23_568_3okw.1.A
ENST00000355905 Q8/NF/Z3/swissmodel/45_599_7cee.1.A
ENST00000222374 Q8/NF/Z8/swissmodel/29_316_5zo1.1.A
ENST00000366481 Q8/NG/06/swissmodel/134_467_4cg4.1.A
ENST00000233336 Q8/NG/68/swissmodel/1_377_4o4i.1.F
ENST00000321582 Q8/NH/H1/swissmodel/216_640_6vzu.1.A
ENST00000378954 Q8/NH/H9/swissmodel/56_469_5vgr.1.A
ENST00000391736 Q8/NH/J6/swissmodel/17_244_6zdx.1.B
ENST00000324602 Q8/NH/L6/swissmodel/25_420_6zdx.1.B
ENST00000420396 Q8/NH/P1/swissmodel/8_331_1gve.1.A
ENST00000280800 Q8/NH/P8/swissmodel/58_587_3fbx.1.A
ENST00000238146 Q8/NH/Q9/swissmodel/15_467_6c0f.1.8
ENST00000313213 Q8/NH/R9/swissmodel/3_129_3d9y.1.A
ENST00000469083 Q8/NH/S0/swissmodel/1_232_6u3r.1.A
ENST00000307599 Q8/NH/S2/swissmodel/4_402_2cst.1.A
ENST00000394465 Q8/NH/W4/swissmodel/27_92_3kbx.1.B
ENST00000444414 Q8/NH/W4/swissmodel/27_92_3kbx.1.B
ENST00000380907 Q8/NH/Y5/swissmodel/1_278_3a1j.1.B
ENST00000245838 Q8/NI/27/swissmodel/165_1175_7apk.1.B
ENST00000292853 Q8/NI/29/swissmodel/23_281_3wso.1.A
ENST00000409642 Q8/NI/32/swissmodel/59_154_6zso.1.A
ENST00000506538 Q8/NI/36/swissmodel/65_948_6nd4.1.P
ENST00000354300 Q8/NI/37/swissmodel/37_301_6ae9.1.A
ENST00000366779 Q8/NI/60/swissmodel/258_644_4ped.1.A
ENST00000253109 Q8/NI/99/swissmodel/218_468_1fzc.1.E
ENST00000293725 Q8/TA/94/swissmodel/100_388_5wjq.1.C
ENST00000308268 Q8/TA/A3/swissmodel/4_247_3unh.1.C
ENST00000329271 Q8/TA/A5/swissmodel/61_218_4ani.1.B
ENST00000373034 Q8/TA/B3/swissmodel/24_664_6vg4.1.A
ENST00000458310 Q8/TA/C1/swissmodel/14_154_3d89.1.A
ENST00000304920 Q8/TA/D2/swissmodel/67_173_4hr9.1.A
ENST00000296215 Q8/TA/D8/swissmodel/171_395_5z56.1.r
ENST00000361131 Q8/TA/E6/swissmodel/66_156_2rlt.1.A
ENST00000306078 Q8/TA/E7/swissmodel/6_420_5wie.1.B
ENST00000588268 Q8/TA/F7/swissmodel/189_492_5wjq.1.C
ENST00000360215 Q8/TA/F8/swissmodel/15_199_6c14.1.B
ENST00000318627 Q8/TA/L6/swissmodel/72_190_4cfg.1.A
ENST00000380656 Q8/TA/M2/swissmodel/5_539_6vbu.1.G
ENST00000540445 Q8/TA/P4/swissmodel/9_136_1rut.1.A
ENST00000297325 Q8/TA/Q9/swissmodel/163_354_6wmg.1.C
ENST00000331134 Q8/TA/T6/swissmodel/101_559_6cdd.2.A
ENST00000312026 Q8/TA/U3/swissmodel/89_459_5wjq.1.C
ENST00000308919 Q8/TA/V3/swissmodel/29_489_1suo.1.A
ENST00000379631 Q8/TA/V4/swissmodel/89_252_3bk6.1.A
ENST00000317398 Q8/TA/W3/swissmodel/161_502_5wjq.1.C
ENST00000418519 Q8/TA/X9/swissmodel/2_404_5b5r.1.A
ENST00000220822 Q8/TB/36/swissmodel/23_302_7aia.1.A
ENST00000281081 Q8/TB/37/swissmodel/65_298_2ph1.1.B
ENST00000590202 Q8/TB/69/swissmodel/178_511_5wjq.1.C
ENST00000398661 Q8/TB/92/swissmodel/74_368_3mp5.1.A
ENST00000231706 Q8/TB/B6/swissmodel/44_434_6f34.1.A
ENST00000272133 Q8/TB/E1/swissmodel/2_159_7ocf.1.C
ENST00000222250 Q8/TB/H0/swissmodel/7_304_4ll1.1.C
ENST00000454394 Q8/TB/Z3/swissmodel/1_568_5k1c.1.C
ENST00000296091 Q8/TB/Z5/swissmodel/154_458_5v3m.1.C
ENST00000339282 Q8/TB/Z8/swissmodel/100_388_5wjq.1.C
ENST00000381346 Q8/TC/12/swissmodel/37_317_3rd5.1.A
ENST00000344415 Q8/TC/17/swissmodel/1_117_1k9a.3.A
ENST00000398612 Q8/TC/21/swissmodel/192_498_5wjq.1.C
ENST00000379907 Q8/TC/27/swissmodel/187_666_5y2z.1.A
ENST00000356173 Q8/TC/36/swissmodel/125_364_5ed8.1.A
ENST00000313546 Q8/TC/44/swissmodel/12_364_6y7p.1.A
ENST00000356766 Q8/TC/59/swissmodel/212_973_5guh.1.A
ENST00000368693 Q8/TC/84/swissmodel/98_336_5jhq.3.A
ENST00000324436 Q8/TC/94/swissmodel/48_416_3ci5.1.A
ENST00000410042 Q8/TC/C3/swissmodel/35_156_6zm6.22.A
ENST00000360675 Q8/TC/E9/swissmodel/2_139_6k2y.1.A
ENST00000297524 Q8/TC/U3/swissmodel/13_470_6li9.1.B
ENST00000371941 Q8/TC/U6/swissmodel/506_1654_6pcv.1.A
ENST00000357183 Q8/TD/07/swissmodel/29_202_4s0u.1.C
ENST00000338033 Q8/TD/08/swissmodel/5_347_6v6a.1.A
ENST00000275230 Q8/TD/20/swissmodel/42_554_4lds.1.B
ENST00000359788 Q8/TD/23/swissmodel/171_475_5v3m.1.C
ENST00000342878 Q8/TD/33/swissmodel/26_91_1utr.1.A
ENST00000308611 Q8/TD/46/swissmodel/41_231_4bfg.1.A
ENST00000288666 Q8/TD/47/swissmodel/2_263_6g4w.1.F
ENST00000261383 Q8/TD/57/swissmodel/377_4115_6zyw.1.B
ENST00000307786 Q8/TD/86/swissmodel/16_173_6xw2.1.A
ENST00000543909 Q8/TD/B8/swissmodel/27_494_4zwb.1.A
ENST00000308227 Q8/TD/E3/swissmodel/28_154_2hky.1.A
ENST00000371124 Q8/TD/G2/swissmodel/9_375_4efh.1.A
ENST00000295488 Q8/TD/G4/swissmodel/269_1042_5a9j.1.A
ENST00000308251 Q8/TD/N1/swissmodel/58_465_2r9r.1.B
ENST00000382082 Q8/TD/N2/swissmodel/96_504_2r9r.1.B
ENST00000336767 Q8/TD/N6/swissmodel/60_306_6c0f.1.Y
ENST00000295448 Q8/TD/Q7/swissmodel/1_274_1ne7.1.A
ENST00000381482 Q8/TD/R2/swissmodel/201_528_4ec9.1.A
ENST00000522678 Q8/TD/U6/swissmodel/18_291_7cfn.1.E
ENST00000370454 Q8/TD/W0/swissmodel/15_800_6djb.1.A
ENST00000378404 Q8/TD/Y3/swissmodel/9_376_4efh.1.A
ENST00000358807 Q8/TD/Z2/swissmodel/8_615_4txi.1.A
ENST00000375371 Q8/TE/23/swissmodel/25_830_7m3j.1.A
ENST00000268070 Q8/TE/56/swissmodel/232_784_6qig.1.C
ENST00000265104 Q8/TE/73/swissmodel/600_4624_6zyw.1.C
ENST00000404568 Q8/TE/96/swissmodel/18_701_6qid.1.A
ENST00000296792 Q8/TE/D0/swissmodel/50_498_6rxt.1.L
ENST00000318010 Q8/TE/T4/swissmodel/16_913_5ief.1.A
ENST00000406438 Q8/TE/V9/swissmodel/51_936_7mge.1.B
ENST00000396533 Q8/TF/08/swissmodel/31_79_2y69.1.J
ENST00000305904 Q8/TF/09/swissmodel/2_93_3l7h.2.A
ENST00000311048 Q8/TF/32/swissmodel/201_507_5wjq.1.C
ENST00000319212 Q8/TF/46/swissmodel/5_973_6h25.1.J
ENST00000570495 Q8/TF/47/swissmodel/210_576_5v3m.1.C
ENST00000284509 Q8/TF/62/swissmodel/11_1118_7kyc.1.A
ENST00000322315 Q8/TF/64/swissmodel/31_306_5v6b.1.A
ENST00000370759 Q8/TF/65/swissmodel/36_309_5v6b.1.A
ENST00000332810 Q8/WT/P8/swissmodel/109_276_1wlj.1.A
ENST00000264952 Q8/WT/Q7/swissmodel/6_541_6pjx.1.A
ENST00000270235 Q8/WT/R8/swissmodel/13_327_4ove.1.A
ENST00000371361 Q8/WT/T2/swissmodel/209_704_6em5.1.m
ENST00000275560 Q8/WT/U2/swissmodel/56_446_5a2e.1.A
ENST00000261693 Q8/WT/V0/swissmodel/40_433_4f7b.1.A
ENST00000240651 Q8/WU/10/swissmodel/11_491_6zk7.1.A
ENST00000302125 Q8/WU/39/swissmodel/39_185_7aah.1.A
ENST00000292879 Q8/WU/68/swissmodel/2_193_7c06.6.A
ENST00000527881 Q8/WU/A8/swissmodel/18_314_5a5c.1.A
ENST00000607599 Q8/WU/H1/swissmodel/29_134_2jox.1.A
ENST00000326674 Q8/WU/K0/swissmodel/37_193_3rgo.1.A
ENST00000457054 Q8/WU/M4/swissmodel/2_698_2xs1.1.A
ENST00000272542 Q8/WU/M9/swissmodel/23_676_6l85.1.A
ENST00000451195 Q8/WU/R7/swissmodel/57_135_1n91.1.A
ENST00000595962 Q8/WV/37/swissmodel/228_534_5wjq.1.C
ENST00000376693 Q8/WV/74/swissmodel/27_198_5t3p.1.A
ENST00000452796 Q8/WV/C6/swissmodel/1_202_1viy.1.A
ENST00000302764 Q8/WV/J2/swissmodel/5_137_2rh0.1.A
ENST00000544612 Q8/WV/L7/swissmodel/71_235_5le4.1.A
ENST00000458591 Q8/WV/M8/swissmodel/11_641_1mqs.1.A
ENST00000536716 Q8/WV/P5/swissmodel/1_186_5jxd.1.A
ENST00000296786 Q8/WV/Y7/swissmodel/1_313_3shq.1.A
ENST00000361641 Q8/WW/01/swissmodel/37_170_6z9u.1.D
ENST00000394855 Q8/WW/22/swissmodel/102_331_1nlt.1.A
ENST00000522796 Q8/WW/32/swissmodel/2_163_2yrq.1.A
ENST00000325318 Q8/WW/35/swissmodel/34_142_6zyw.1.N
ENST00000339534 Q8/WW/36/swissmodel/3_107_7c4c.1.A
ENST00000261879 Q8/WW/43/swissmodel/2_243_6iyc.1.C
ENST00000362007 Q8/WW/B7/swissmodel/37_365_6nyq.1.C
ENST00000397367 Q8/WW/F8/swissmodel/20_208_3e3r.1.A
ENST00000298746 Q8/WW/H5/swissmodel/67_334_1r3e.1.D
ENST00000370552 Q8/WW/Q2/swissmodel/63_589_5la4.1.A
ENST00000325935 Q8/WW/R8/swissmodel/1_465_2f25.1.A
ENST00000279027 Q8/WW/T9/swissmodel/16_581_7jsk.1.A
ENST00000368029 Q8/WW/U7/swissmodel/41_325_4wmq.2.C
ENST00000296525 Q8/WW/X0/swissmodel/37_327_5le3.1.A
ENST00000347898 Q8/WW/X8/swissmodel/25_549_2xq2.1.A
ENST00000296252 Q8/WW/Y8/swissmodel/36_444_2ppl.1.A
ENST00000277526 Q8/WX/39/swissmodel/18_162_2a2g.1.A
ENST00000343053 Q8/WX/92/swissmodel/25_548_6gml.1.O
ENST00000588756 Q8/WX/94/swissmodel/118_967_6npy.1.A
ENST00000318351 Q8/WX/A8/swissmodel/41_447_6w1j.1.A
ENST00000338910 Q8/WX/F1/swissmodel/76_372_6wmz.1.A
ENST00000337323 Q8/WX/F5/swissmodel/2_154_6myh.1.E
ENST00000382040 Q8/WX/G1/swissmodel/69_359_6q2p.1.A
ENST00000372633 Q8/WX/H6/swissmodel/10_179_6zsj.1.A
ENST00000420175 Q8/WX/I3/swissmodel/53_426_5led.1.A
ENST00000371316 Q8/WX/I4/swissmodel/46_361_4mob.1.C
ENST00000451558 Q8/WX/K1/swissmodel/22_448_6mol.1.A
ENST00000357700 Q8/WX/K3/swissmodel/16_277_5leb.1.A
ENST00000362002 Q8/WX/K4/swissmodel/7_270_5lec.1.A
ENST00000485477 Q8/WX/Q8/swissmodel/34_435_5om9.1.A
ENST00000408978 Q8/WX/R4/swissmodel/282_1076_3j04.1.D
ENST00000270458 Q8/WX/S5/swissmodel/16_241_7oca.1.D
ENST00000312428 Q8/WX/X0/swissmodel/304_4023_6zyw.1.B
ENST00000374299 Q8/WY/07/swissmodel/22_591_6f34.1.A
ENST00000344440 Q8/WY/21/swissmodel/157_1085_6fg9.1.A
ENST00000266503 Q8/WY/A1/swissmodel/106_473_4f3l.1.A
ENST00000291536 Q8/WY/R4/swissmodel/17_195_7jtk.1.A
ENST00000435085 Q8/WZ/04/swissmodel/71_290_4xuc.1.A
ENST00000371992 Q8/WZ/A1/swissmodel/97_647_5ggi.2.A
ENST00000397081 Q8/WZ/A2/swissmodel/10_1009_4f7z.1.A
ENST00000396037 Q9/21/85/swissmodel/68_348_5bo6.1.A
ENST00000268164 Q9/21/86/swissmodel/86_372_5bo9.1.A
ENST00000231461 Q9/21/87/swissmodel/71_357_5bo6.1.A
ENST00000228438 Q9/24/78/swissmodel/32_148_4qkh.3.A
ENST00000297991 Q9/24/82/swissmodel/14_270_6f7h.1.A
ENST00000373894 Q9/24/85/swissmodel/20_431_5kar.1.A
ENST00000367416 Q9/24/96/swissmodel/211_578_5o35.1.C
ENST00000392476 Q9/25/03/swissmodel/246_679_4tlg.1.A
ENST00000301015 Q9/25/08/swissmodel/570_2521_6lqi.1.A
ENST00000155926 Q9/25/19/swissmodel/59_335_5cem.1.A
ENST00000360719 Q9/25/23/swissmodel/168_770_2h3p.1.A
ENST00000314144 Q9/25/26/swissmodel/4_525_3ruq.1.M
ENST00000265224 Q9/25/27/swissmodel/32_251_4oav.1.A
ENST00000566454 Q9/25/36/swissmodel/46_501_7ccs.1.B
ENST00000230124 Q9/25/62/swissmodel/13_549_7k1w.1.A
ENST00000262741 Q9/25/69/swissmodel/182_456_2y3a.1.B
ENST00000330847 Q9/25/70/swissmodel/286_622_4nqa.2.A
ENST00000316788 Q9/25/72/swissmodel/1_151_4p6z.1.B
ENST00000370695 Q9/25/81/swissmodel/73_506_6z3y.1.A
ENST00000414097 Q9/25/97/swissmodel/31_316_6l4h.1.A
ENST00000320027 Q9/25/98/swissmodel/1_718_3d2e.1.A
ENST00000378719 Q9/25/99/swissmodel/42_311_6upr.1.B
ENST00000256935 Q9/26/08/swissmodel/1_1620_6tgb.1.A
ENST00000369384 Q9/26/37/swissmodel/21_195_3rjd.1.A
ENST00000381140 Q9/26/64/swissmodel/37_329_5wjq.1.C
ENST00000252483 Q9/26/92/swissmodel/33_350_3j8f.1.E
ENST00000399409 Q9/26/96/swissmodel/1_567_1dce.2.A
ENST00000371975 Q9/26/98/swissmodel/99_744_1z3i.1.A
ENST00000368984 Q9/27/43/swissmodel/169_478_3gdu.1.A
ENST00000281030 Q9/27/48/swissmodel/8_145_3ont.1.B
ENST00000257895 Q9/27/81/swissmodel/31_281_1fdu.1.A
ENST00000428826 Q9/28/00/swissmodel/10_741_5hyn.1.A
ENST00000368088 Q9/28/06/swissmodel/21_346_6xit.1.A
ENST00000343933 Q9/28/28/swissmodel/9_399_2aq5.1.A
ENST00000557008 Q9/28/43/swissmodel/1_182_1o0l.1.A
ENST00000241256 Q9/28/47/swissmodel/39_339_6ko5.1.A
ENST00000564065 Q9/28/74/swissmodel/22_296_4awn.1.A
ENST00000370449 Q9/28/87/swissmodel/4_1531_6c3o.1.H
ENST00000262803 Q9/29/00/swissmodel/116_922_2wjv.1.A
ENST00000268661 Q9/29/01/swissmodel/2_401_6z6m.2.A
ENST00000370603 Q9/29/13/swissmodel/64_212_3hbw.1.A
ENST00000293829 Q9/29/14/swissmodel/66_213_4dck.1.C
ENST00000376131 Q9/29/15/swissmodel/66_214_3hbw.1.A
ENST00000448276 Q9/29/25/swissmodel/137_521_6lth.1.F
ENST00000321437 Q9/29/30/swissmodel/3_176_5szi.1.A
ENST00000222249 Q9/29/52/swissmodel/90_472_6cno.1.A
ENST00000368322 Q9/29/63/swissmodel/21_185_4klz.1.A
ENST00000533682 Q9/29/89/swissmodel/9_423_4ohv.1.A
ENST00000341318 Q9/29/93/swissmodel/216_512_5j9q.2.A
ENST00000263966 Q9/29/95/swissmodel/20_863_3ihp.2.A
