ENST00000322209 A0/A0/24RBG1/swissmodel/9_147_2duk.1.A
ENST00000338728 Q8/N8/Z6/swissmodel/29_415_4gz9.1.A
ENST00000317060 Q8/N9/07/swissmodel/84_187_5aej.1.A
ENST00000334744 Q8/N9/45/swissmodel/2_183_6i4y.1.B
ENST00000543818 Q8/N9/67/swissmodel/39_254_5a5c.1.A
ENST00000370242 Q8/N9/83/swissmodel/2_149_5oom.1.8
ENST00000252840 Q8/N9/88/swissmodel/113_392_5wjq.1.C
ENST00000374459 Q8/N9/B8/swissmodel/44_460_4mgk.1.A
ENST00000513874 Q8/N9/C0/swissmodel/234_898_6iaa.3.A
ENST00000284116 Q8/N9/F7/swissmodel/37_311_4r7o.1.A
ENST00000320129 Q8/N9/F8/swissmodel/117_407_5wjq.1.C
ENST00000367267 Q8/N9/I0/swissmodel/139_418_5cch.1.E
ENST00000355114 Q8/N9/K5/swissmodel/204_482_5wjq.1.C
ENST00000525172 Q8/N9/L1/swissmodel/116_308_5wjq.1.C
ENST00000323443 Q8/N9/N7/swissmodel/4_221_4u06.1.A
ENST00000311812 Q8/N9/S9/swissmodel/113_384_4tkn.1.A
ENST00000435962 Q8/N9/U0/swissmodel/223_489_6ank.2.A
ENST00000332517 Q8/N9/V2/swissmodel/126_464_6fln.1.A
ENST00000359774 Q8/N9/V3/swissmodel/4_353_2ymu.1.A
ENST00000403906 Q8/N9/Z0/swissmodel/171_451_5wjq.1.C
ENST00000400105 Q8/NA/19/swissmodel/52_365_4l59.1.A
ENST00000590503 Q8/NA/42/swissmodel/167_445_5wjq.1.C
ENST00000392167 Q8/NA/58/swissmodel/2_405_2a1s.2.A
ENST00000436886 Q8/NA/P1/swissmodel/38_161_5gt7.2.B
ENST00000419482 Q8/NB/12/swissmodel/1_468_3n71.1.A
ENST00000397472 Q8/NB/37/swissmodel/6_219_1u9c.1.A
ENST00000267116 Q8/NB/46/swissmodel/6_993_5vkq.1.A
ENST00000274008 Q8/NB/90/swissmodel/54_889_5ftn.1.F
ENST00000310380 Q8/NB/I6/swissmodel/96_391_4wlz.3.B
ENST00000415061 Q8/NB/N7/swissmodel/31_322_3rd5.1.A
ENST00000358290 Q8/NB/Q5/swissmodel/38_286_1a27.1.A
ENST00000296484 Q8/NB/T0/swissmodel/11_305_2ymu.1.A
ENST00000592540 Q8/NB/T2/swissmodel/87_197_2ve7.2.B
ENST00000308448 Q8/NB/U5/swissmodel/75_348_5vca.1.E
ENST00000372264 Q8/NB/V4/swissmodel/85_257_6fmx.1.A
ENST00000381968 Q8/NB/V8/swissmodel/117_389_5cch.1.E
ENST00000283148 Q8/NB/Z7/swissmodel/88_398_4gll.1.A
ENST00000595607 Q8/NC/26/swissmodel/154_417_5v3j.1.C
ENST00000562435 Q8/NC/67/swissmodel/43_306_4gz9.1.A
ENST00000404589 Q8/NC/69/swissmodel/10_233_6sgb.39.A
ENST00000325351 Q8/NC/A9/swissmodel/110_274_2i13.1.C
ENST00000477224 Q8/NC/B2/swissmodel/14_326_1a06.1.A
ENST00000431683 Q8/NC/I6/swissmodel/77_653_4mad.1.A
ENST00000374435 Q8/NC/K3/swissmodel/127_405_5wjq.1.C
ENST00000308009 Q8/NC/K7/swissmodel/35_427_6g9x.1.A
ENST00000543196 Q8/NC/L4/swissmodel/72_622_6iwq.1.A
ENST00000322893 Q8/NC/M2/swissmodel/8_718_5k7l.1.A
ENST00000650373 Q8/NC/M8/swissmodel/10_4307_6sc2.1.A
ENST00000288050 Q8/NC/N5/swissmodel/39_874_4pab.1.A
ENST00000268042 Q8/NC/T1/swissmodel/18_318_4ll1.1.C
ENST00000268624 Q8/NC/V1/swissmodel/207_582_5ed1.2.A
ENST00000303746 Q8/NC/W0/swissmodel/35_327_5fww.1.B
ENST00000368235 Q8/NC/W5/swissmodel/56_288_2o8n.1.A
ENST00000430044 Q8/NC/W6/swissmodel/95_607_2d7r.1.A
ENST00000307450 Q8/ND/C4/swissmodel/3_146_6jle.1.A
ENST00000436909 Q8/ND/F8/swissmodel/106_417_3nyb.1.A
ENST00000356091 Q8/ND/H3/swissmodel/4_497_2hb6.1.A
ENST00000258646 Q8/ND/N9/swissmodel/25_316_4naa.1.A
ENST00000304030 Q8/ND/P4/swissmodel/183_461_5wjq.1.C
ENST00000328299 Q8/ND/V1/swissmodel/78_258_5cxy.1.B
ENST00000315251 Q8/NE/62/swissmodel/38_575_4ynt.1.A
ENST00000291823 Q8/NE/63/swissmodel/6_355_6p5s.1.A
ENST00000336128 Q8/NE/K5/swissmodel/194_472_5wjq.1.C
ENST00000309683 Q8/NE/M1/swissmodel/207_485_5wjq.1.C
ENST00000243349 Q8/NE/R5/swissmodel/161_490_1ias.1.A
ENST00000222725 Q8/NE/S3/swissmodel/114_376_2j0a.1.A
ENST00000328698 Q8/NE/T1/swissmodel/25_63_5ki9.1.A
ENST00000301365 Q8/NE/T8/swissmodel/115_739_5wo6.1.A
ENST00000551662 Q8/NE/U8/swissmodel/2_378_4h8s.1.B
ENST00000528848 Q8/NE/V1/swissmodel/2_335_5oni.1.A
ENST00000293502 Q8/NE/X9/swissmodel/24_306_3dey.1.A
ENST00000293851 Q8/NF/86/swissmodel/37_279_3dfj.1.A
ENST00000330501 Q8/NF/99/swissmodel/219_504_5wjq.1.C
ENST00000303941 Q8/NF/D2/swissmodel/326_756_5jhq.1.A
ENST00000579016 Q8/NF/I3/swissmodel/78_727_2vtf.1.A
ENST00000217270 Q8/NF/J6/swissmodel/52_348_4zj8.1.A
ENST00000312891 Q8/NF/K1/swissmodel/1_213_6mhq.1.A
ENST00000349552 Q8/NF/Q5/swissmodel/18_450_1ewf.1.A
ENST00000300399 Q8/NF/Q6/swissmodel/26_479_1ewf.1.A
ENST00000287908 Q8/NF/T2/swissmodel/30_466_6hcy.1.A
ENST00000372207 Q8/NF/U0/swissmodel/2_380_6n23.1.D
ENST00000549706 Q8/NF/U1/swissmodel/2_365_6n23.1.D
ENST00000368023 Q8/NF/U3/swissmodel/2_115_6bev.2.A
ENST00000222800 Q8/NF/V4/swissmodel/54_315_3bf7.1.A
ENST00000229329 Q8/NF/W8/swissmodel/42_270_1qwj.1.B
ENST00000536845 Q8/NF/Y4/swissmodel/23_568_3okw.1.A
ENST00000417314 Q8/NF/Y9/swissmodel/276_599_2woz.1.A
ENST00000222374 Q8/NF/Z8/swissmodel/25_317_5zo2.1.B
ENST00000366481 Q8/NG/06/swissmodel/134_465_4cg4.2.A
ENST00000233336 Q8/NG/68/swissmodel/1_377_4o4i.1.F
ENST00000317965 Q8/NG/81/swissmodel/24_307_2ydo.1.A
ENST00000338616 Q8/NG/92/swissmodel/24_306_2ydo.1.A
ENST00000252835 Q8/NG/94/swissmodel/39_322_5mzj.1.A
ENST00000305444 Q8/NG/95/swissmodel/22_307_4qkx.1.A
ENST00000541538 Q8/NG/A0/swissmodel/24_307_5mzj.1.A
ENST00000319988 Q8/NG/B4/swissmodel/21_303_6aqf.1.A
ENST00000328882 Q8/NG/B9/swissmodel/22_306_5iu7.1.A
ENST00000357366 Q8/NG/C1/swissmodel/58_341_6d9h.1.D
ENST00000641185 Q8/NG/C4/swissmodel/22_306_5iu7.1.A
ENST00000315915 Q8/NG/D3/swissmodel/23_305_6aqf.1.A
ENST00000641793 Q8/NG/D5/swissmodel/23_306_6aqf.1.A
ENST00000641851 Q8/NG/E1/swissmodel/21_306_6aqf.1.A
ENST00000395079 Q8/NG/F6/swissmodel/14_300_5iu7.1.A
ENST00000316650 Q8/NG/H5/swissmodel/30_316_6mxt.1.A
ENST00000300127 Q8/NG/J1/swissmodel/23_304_5mzj.1.A
ENST00000530443 Q8/NG/K6/swissmodel/28_314_5mzj.1.A
ENST00000623930 Q8/NG/L4/swissmodel/22_309_5uen.1.A
ENST00000314706 Q8/NG/L6/swissmodel/50_334_5iu7.1.A
ENST00000623907 Q8/NG/L9/swissmodel/19_303_5uen.1.B
ENST00000307033 Q8/NG/N0/swissmodel/24_306_2ydo.1.A
ENST00000533152 Q8/NG/P2/swissmodel/20_310_5tvn.1.A
ENST00000641076 Q8/NG/P8/swissmodel/24_308_4ug2.1.A
ENST00000302957 Q8/NG/Q1/swissmodel/39_322_4ug2.1.A
ENST00000302592 Q8/NG/Q3/swissmodel/37_321_2ydo.1.A
ENST00000340750 Q8/NG/S1/swissmodel/23_308_6aqf.1.A
ENST00000355784 Q8/NG/X0/swissmodel/21_307_4qkx.1.A
ENST00000368146 Q8/NG/Y3/swissmodel/40_322_5mzj.1.A
ENST00000641846 Q8/NG/Y5/swissmodel/23_307_5mzj.1.A
ENST00000641131 Q8/NG/Y6/swissmodel/24_308_2ydo.1.A
ENST00000641517 Q8/NH/07/swissmodel/38_322_5mzj.1.A
ENST00000319856 Q8/NH/37/swissmodel/21_301_5mzj.1.A
ENST00000320704 Q8/NH/40/swissmodel/25_310_5mzj.1.A
ENST00000305051 Q8/NH/41/swissmodel/44_334_5uen.1.A
ENST00000641904 Q8/NH/42/swissmodel/23_303_5iu7.1.A
ENST00000641905 Q8/NH/54/swissmodel/27_313_6mxt.1.A
ENST00000312614 Q8/NH/67/swissmodel/54_341_6aqf.1.A
ENST00000641692 Q8/NH/73/swissmodel/21_305_5k2b.1.A
ENST00000642108 Q8/NH/74/swissmodel/24_308_2ydo.1.A
ENST00000316529 Q8/NH/76/swissmodel/27_313_3pds.1.A
ENST00000624470 Q8/NH/92/swissmodel/37_321_2ydo.1.A
ENST00000304820 Q8/NH/93/swissmodel/23_306_5mzj.1.A
ENST00000373686 Q8/NH/94/swissmodel/74_356_5mzj.1.A
ENST00000642036 Q8/NH/B1/swissmodel/25_309_2ydo.1.A
ENST00000354193 Q8/NH/G7/swissmodel/14_58_5j73.1.A
ENST00000378954 Q8/NH/H9/swissmodel/57_469_5vgr.1.A
ENST00000280800 Q8/NH/P8/swissmodel/56_589_3fgw.1.A
ENST00000238146 Q8/NH/Q9/swissmodel/7_457_3i5y.1.A
ENST00000313213 Q8/NH/R9/swissmodel/2_129_3d9y.1.A
ENST00000291715 Q8/NH/S1/swissmodel/4_156_5vou.1.D
ENST00000307599 Q8/NH/S2/swissmodel/5_399_2cst.1.A
ENST00000557644 Q8/NH/V4/swissmodel/2_359_2ymu.1.A
ENST00000617405 Q8/NH/W4/swissmodel/27_92_3kbx.1.A
ENST00000380907 Q8/NH/Y5/swissmodel/3_278_3ggr.1.B
ENST00000292853 Q8/NI/29/swissmodel/22_280_2e31.1.A
ENST00000409642 Q8/NI/32/swissmodel/59_154_6gbi.1.A
ENST00000506538 Q8/NI/36/swissmodel/65_949_5wlc.25.A
ENST00000354300 Q8/NI/37/swissmodel/38_301_6ae9.1.B
ENST00000606253 Q8/NI/38/swissmodel/12_302_5le9.1.A
ENST00000293725 Q8/TA/94/swissmodel/100_388_5wjq.1.C
ENST00000553849 Q8/TA/A1/swissmodel/72_182_3mx8.1.A
ENST00000308268 Q8/TA/A3/swissmodel/4_255_5ln3.1.L
ENST00000329271 Q8/TA/A5/swissmodel/62_222_3a6m.1.A
ENST00000380005 Q8/TA/C1/swissmodel/14_154_3d89.1.A
ENST00000361131 Q8/TA/E6/swissmodel/67_156_1j2m.1.A
ENST00000306078 Q8/TA/E7/swissmodel/6_420_3lnm.2.A
ENST00000651132 Q8/TA/F8/swissmodel/15_199_6c14.1.B
ENST00000368918 Q8/TA/K5/swissmodel/4_238_5ma3.1.B
ENST00000318627 Q8/TA/L6/swissmodel/72_190_4cfg.1.A
ENST00000540445 Q8/TA/P4/swissmodel/9_135_6cme.1.A
ENST00000297325 Q8/TA/Q9/swissmodel/160_355_3unp.1.A
ENST00000489294 Q8/TA/S1/swissmodel/19_359_5z33.1.A
ENST00000374747 Q8/TA/T6/swissmodel/99_560_6chs.1.A
ENST00000308919 Q8/TA/V3/swissmodel/29_489_3t3s.5.A
ENST00000379631 Q8/TA/V4/swissmodel/89_252_3bk6.1.A
ENST00000317398 Q8/TA/W3/swissmodel/189_502_5wjq.1.C
ENST00000220822 Q8/TB/36/swissmodel/24_294_4xt0.1.A
ENST00000281081 Q8/TB/37/swissmodel/65_316_6g2g.1.A
ENST00000286234 Q8/TB/45/swissmodel/129_398_6pcv.1.A
ENST00000590202 Q8/TB/69/swissmodel/208_512_5v3j.2.C
ENST00000398661 Q8/TB/92/swissmodel/74_367_3mp5.1.A
ENST00000567298 Q8/TB/B5/swissmodel/46_471_5gqt.1.A
ENST00000231706 Q8/TB/B6/swissmodel/24_432_6f34.1.A
ENST00000222250 Q8/TB/H0/swissmodel/7_305_4ll1.1.C
ENST00000341119 Q8/TB/P6/swissmodel/12_329_6gci.1.A
ENST00000449836 Q8/TB/Z5/swissmodel/236_514_5wjq.1.C
ENST00000339282 Q8/TB/Z8/swissmodel/102_388_5v3m.1.C
ENST00000381346 Q8/TC/12/swissmodel/35_317_1zbq.1.A
ENST00000344415 Q8/TC/17/swissmodel/2_103_1k9a.3.A
ENST00000320552 Q8/TC/21/swissmodel/108_386_5wjq.1.C
ENST00000379907 Q8/TC/27/swissmodel/182_660_5y31.1.A
ENST00000356173 Q8/TC/36/swissmodel/125_364_5ed8.1.A
ENST00000313546 Q8/TC/44/swissmodel/11_360_2ymu.1.A
ENST00000368693 Q8/TC/84/swissmodel/75_320_6by9.1.A
ENST00000324436 Q8/TC/94/swissmodel/50_415_5ogw.1.E
ENST00000355790 Q8/TC/A0/swissmodel/22_173_4q62.1.A
ENST00000360675 Q8/TC/E9/swissmodel/1_139_5xg7.1.A
ENST00000216264 Q8/TC/T0/swissmodel/128_525_4l02.1.A
ENST00000413580 Q8/TC/T1/swissmodel/25_263_4eze.1.A
ENST00000361820 Q8/TC/U5/swissmodel/124_955_5uow.1.C
ENST00000306176 Q8/TC/W7/swissmodel/24_348_4wrn.1.A
ENST00000303786 Q8/TC/W9/swissmodel/62_357_4zj8.1.A
ENST00000605786 Q8/TC/X1/swissmodel/4_343_6rlb.1.E
ENST00000357183 Q8/TD/07/swissmodel/29_252_1bii.1.A
ENST00000338033 Q8/TD/08/swissmodel/7_349_5z33.1.A
ENST00000275230 Q8/TD/20/swissmodel/39_362_4gby.1.A
ENST00000342878 Q8/TD/33/swissmodel/26_91_1utr.1.A
ENST00000308611 Q8/TD/46/swissmodel/42_231_4bfg.1.A
ENST00000629237 Q8/TD/47/swissmodel/2_258_6gz3.19.A
ENST00000261383 Q8/TD/57/swissmodel/882_4116_3vkg.1.A
ENST00000307786 Q8/TD/86/swissmodel/26_175_1a2x.1.A
ENST00000539924 Q8/TD/B8/swissmodel/27_494_4zwc.1.A
ENST00000308227 Q8/TD/E3/swissmodel/33_154_3fl1.1.B
ENST00000583169 Q8/TD/F5/swissmodel/39_311_2qql.1.A
ENST00000371124 Q8/TD/G2/swissmodel/9_375_5ogw.1.E
ENST00000295488 Q8/TD/G4/swissmodel/269_1042_5a9j.1.A
ENST00000382082 Q8/TD/N2/swissmodel/92_504_5wie.1.B
ENST00000336767 Q8/TD/N6/swissmodel/60_307_6c0f.1.Y
ENST00000295448 Q8/TD/Q7/swissmodel/1_274_1ne7.1.A
ENST00000381482 Q8/TD/R2/swissmodel/197_529_6eqi.1.C
ENST00000328880 Q8/TD/S4/swissmodel/23_309_5unh.1.B
ENST00000378661 Q8/TD/S5/swissmodel/83_376_5vbl.1.B
ENST00000309106 Q8/TD/S7/swissmodel/25_306_5o9h.1.A
ENST00000312457 Q8/TD/T2/swissmodel/29_314_6d26.1.A
ENST00000368318 Q8/TD/U9/swissmodel/38_326_4n6h.1.A
ENST00000276218 Q8/TD/V5/swissmodel/3_296_5mzj.1.A
ENST00000370454 Q8/TD/W0/swissmodel/15_800_6djb.1.B
ENST00000378404 Q8/TD/Y3/swissmodel/9_376_5ogw.1.E
ENST00000630715 Q8/TD/Z2/swissmodel/8_615_4txi.1.A
ENST00000342310 Q8/TE/12/swissmodel/31_222_6cme.1.A
ENST00000375371 Q8/TE/23/swissmodel/22_556_5k5t.1.A
ENST00000268070 Q8/TE/56/swissmodel/232_784_6qig.1.C
ENST00000299164 Q8/TE/58/swissmodel/218_803_6qig.1.C
ENST00000265104 Q8/TE/73/swissmodel/1425_4624_3vkg.1.A
ENST00000393951 Q8/TE/96/swissmodel/19_701_5ltk.1.A
ENST00000286353 Q8/TE/99/swissmodel/82_478_4job.1.A
ENST00000559115 Q8/TE/B1/swissmodel/180_519_2ymu.1.A
ENST00000296792 Q8/TE/D0/swissmodel/2_491_5wlc.15.A
ENST00000318010 Q8/TE/T4/swissmodel/16_913_5h9o.1.A
ENST00000442253 Q8/TE/Z7/swissmodel/31_311_5lxg.1.A
ENST00000396533 Q8/TF/08/swissmodel/31_79_3abm.1.K
ENST00000319212 Q8/TF/46/swissmodel/4_971_5g06.1.J
ENST00000570495 Q8/TF/47/swissmodel/309_633_5v3j.2.C
ENST00000284509 Q8/TF/62/swissmodel/12_1154_6roi.1.A
ENST00000428839 Q8/TF/66/swissmodel/25_469_4u7l.1.A
ENST00000332810 Q8/WT/P8/swissmodel/101_275_6r9p.1.A
ENST00000264952 Q8/WT/Q7/swissmodel/6_548_3nyn.1.A
ENST00000270235 Q8/WT/R8/swissmodel/13_327_4ove.1.A
ENST00000649763 Q8/WT/S1/swissmodel/51_348_3nwo.1.A
ENST00000371361 Q8/WT/T2/swissmodel/202_704_6em5.1.m
ENST00000415380 Q8/WT/V0/swissmodel/40_433_6i2k.3.T
ENST00000302125 Q8/WU/39/swissmodel/44_171_5w7c.1.A
ENST00000412391 Q8/WU/68/swissmodel/15_206_4yh8.1.A
ENST00000612930 Q8/WU/A8/swissmodel/19_346_5cmp.2.A
ENST00000607599 Q8/WU/H1/swissmodel/29_134_2jox.1.A
ENST00000326674 Q8/WU/K0/swissmodel/37_193_3rgo.1.A
ENST00000457054 Q8/WU/M4/swissmodel/2_698_2oev.1.A
ENST00000451195 Q8/WU/R7/swissmodel/54_145_1yh5.1.A
ENST00000328945 Q8/WU/S8/swissmodel/10_357_3wj7.1.C
ENST00000217909 Q8/WU/T9/swissmodel/9_295_6gci.1.A
ENST00000595962 Q8/WV/37/swissmodel/200_478_5wjq.1.C
ENST00000376693 Q8/WV/74/swissmodel/28_196_5t3p.1.A
ENST00000368977 Q8/WV/93/swissmodel/75_362_5w0t.1.A
ENST00000452796 Q8/WV/C6/swissmodel/1_198_2if2.1.A
ENST00000302764 Q8/WV/J2/swissmodel/5_137_2rh0.1.A
ENST00000544612 Q8/WV/L7/swissmodel/13_194_4bes.1.A
ENST00000458591 Q8/WV/M8/swissmodel/11_641_1mqs.1.A
ENST00000327473 Q8/WV/P5/swissmodel/2_186_5jxd.1.A
ENST00000354817 Q8/WV/X9/swissmodel/9_328_4u5q.2.A
ENST00000296326 Q8/WV/Z1/swissmodel/61_253_6bmm.1.A
ENST00000394855 Q8/WW/22/swissmodel/2_350_4j80.2.A
ENST00000308641 Q8/WW/27/swissmodel/42_229_5k83.1.B
ENST00000519684 Q8/WW/32/swissmodel/3_169_6hc3.1.A
ENST00000325318 Q8/WW/35/swissmodel/37_141_1ygt.1.A
ENST00000261879 Q8/WW/43/swissmodel/2_243_5fn2.1.C
ENST00000338146 Q8/WW/59/swissmodel/26_200_3uv9.1.A
ENST00000651391 Q8/WW/F8/swissmodel/26_208_3e3r.1.B
ENST00000298746 Q8/WW/H5/swissmodel/70_343_1r3e.1.D
ENST00000370552 Q8/WW/Q2/swissmodel/63_589_5la4.1.A
ENST00000325935 Q8/WW/R8/swissmodel/1_465_2f27.1.A
ENST00000368029 Q8/WW/U7/swissmodel/41_325_4wmq.2.A
ENST00000296525 Q8/WW/X0/swissmodel/38_327_5le4.1.A
ENST00000296252 Q8/WW/Y8/swissmodel/36_443_1n8s.1.A
ENST00000334011 Q8/WW/Z8/swissmodel/236_544_4wrn.1.A
ENST00000277526 Q8/WX/39/swissmodel/22_161_6nre.1.A
ENST00000305738 Q8/WX/A2/swissmodel/45_126_3evs.1.B
ENST00000318351 Q8/WX/A8/swissmodel/41_446_6be1.1.A
ENST00000452027 Q8/WX/F0/swissmodel/9_172_4f02.1.A
ENST00000337323 Q8/WX/F5/swissmodel/2_159_6myh.1.A
ENST00000382040 Q8/WX/G1/swissmodel/74_336_5vsl.1.A
ENST00000304236 Q8/WX/H6/swissmodel/9_179_5szi.1.A
ENST00000420175 Q8/WX/I3/swissmodel/54_396_6mol.1.A
ENST00000451558 Q8/WX/K1/swissmodel/41_446_5leb.1.A
ENST00000357700 Q8/WX/K3/swissmodel/15_276_5lem.1.A
ENST00000362002 Q8/WX/K4/swissmodel/26_308_3zkj.2.A
ENST00000461828 Q8/WX/Q8/swissmodel/34_435_4uf4.1.A
ENST00000408978 Q8/WX/R4/swissmodel/282_1076_3j04.1.D
ENST00000263054 Q8/WY/21/swissmodel/157_1085_6fg9.1.B
ENST00000552912 Q8/WY/A0/swissmodel/2_434_6ian.1.B
ENST00000307198 Q8/WZ/04/swissmodel/75_290_6i3c.1.A
ENST00000370665 Q8/WZ/79/swissmodel/28_361_5unb.1.A
ENST00000572195 Q8/WZ/82/swissmodel/4_227_1ycd.1.A
ENST00000371992 Q8/WZ/A1/swissmodel/100_644_5ggi.2.A
ENST00000397081 Q8/WZ/A2/swissmodel/10_1009_4f7z.1.A
ENST00000422989 Q8/WZ/A9/swissmodel/180_618_5fph.2.A
ENST00000396037 Q9/21/85/swissmodel/67_348_5cxy.1.B
ENST00000268164 Q9/21/86/swissmodel/86_372_5bo9.1.A
ENST00000228438 Q9/24/78/swissmodel/33_148_5mgt.1.A
ENST00000297991 Q9/24/82/swissmodel/14_270_6f7h.1.A
ENST00000373894 Q9/24/85/swissmodel/20_431_5kar.1.A
ENST00000608469 Q9/24/96/swissmodel/210_578_5o32.1.C
ENST00000392476 Q9/25/03/swissmodel/246_689_4tlg.1.A
ENST00000301015 Q9/25/08/swissmodel/571_2520_6b3r.1.D
ENST00000155926 Q9/25/19/swissmodel/60_310_6dc0.1.A
ENST00000405237 Q9/25/23/swissmodel/168_769_1t7n.1.A
ENST00000314144 Q9/25/26/swissmodel/12_525_6nr8.1.L
ENST00000513900 Q9/25/52/swissmodel/28_414_6gaz.1.Z
ENST00000451288 Q9/25/64/swissmodel/102_290_5v89.1.A
ENST00000262741 Q9/25/69/swissmodel/182_456_2y3a.1.B
ENST00000618101 Q9/25/70/swissmodel/288_621_4nqa.1.A
ENST00000316788 Q9/25/72/swissmodel/1_148_6qh6.1.F
ENST00000323851 Q9/25/97/swissmodel/37_315_2xmq.1.A
ENST00000630972 Q9/25/98/swissmodel/1_713_3c7n.1.A
ENST00000378719 Q9/25/99/swissmodel/27_305_4z54.1.B
ENST00000627282 Q9/26/00/swissmodel/16_284_4ct7.1.B
ENST00000256497 Q9/26/11/swissmodel/126_587_1x9d.1.A
ENST00000256367 Q9/26/23/swissmodel/48_220_1ihg.1.A
ENST00000370812 Q9/26/43/swissmodel/44_310_4fgu.1.A
ENST00000399409 Q9/26/96/swissmodel/1_567_1dce.2.A
ENST00000442598 Q9/26/98/swissmodel/98_744_1z3i.1.A
ENST00000216101 Q9/27/37/swissmodel/3_200_6cch.1.B
ENST00000281030 Q9/27/48/swissmodel/8_145_3ont.1.A
ENST00000396204 Q9/27/53/swissmodel/16_462_4nqa.1.B
ENST00000295113 Q9/27/65/swissmodel/33_296_5xgp.1.A
ENST00000621198 Q9/27/77/swissmodel/112_419_1i7n.1.A
ENST00000257895 Q9/27/81/swissmodel/27_310_3dey.1.A
ENST00000428826 Q9/28/00/swissmodel/15_741_5hyn.1.A
ENST00000368088 Q9/28/06/swissmodel/20_342_5kuk.1.A
ENST00000343933 Q9/28/28/swissmodel/9_400_2aq5.1.A
ENST00000553781 Q9/28/43/swissmodel/1_182_1o0l.1.A
ENST00000241256 Q9/28/47/swissmodel/43_342_6osa.1.A
ENST00000564065 Q9/28/74/swissmodel/23_296_4awn.1.A
ENST00000647814 Q9/28/87/swissmodel/2_1535_6c3o.1.H
ENST00000268661 Q9/29/01/swissmodel/2_402_4ug0.2.A
ENST00000436198 Q9/29/13/swissmodel/64_212_3hbw.1.A
ENST00000293829 Q9/29/14/swissmodel/66_212_4dck.1.C
ENST00000376131 Q9/29/15/swissmodel/66_213_4dck.1.C
ENST00000321437 Q9/29/30/swissmodel/3_176_5szi.1.A
ENST00000222249 Q9/29/52/swissmodel/89_472_6cnn.1.A
ENST00000368322 Q9/29/63/swissmodel/21_185_4klz.1.A
ENST00000341318 Q9/29/93/swissmodel/215_512_5j9u.1.A
ENST00000518111 Q9/30/45/swissmodel/38_179_3ryi.1.E
ENST00000264649 Q9/30/50/swissmodel/1_830_6c6l.1.N
ENST00000228936 Q9/30/70/swissmodel/52_283_1gxz.1.A
ENST00000619466 Q9/30/79/swissmodel/27_126_5kgf.1.D
ENST00000359983 Q9/30/84/swissmodel/1_993_5mpm.1.A
ENST00000369684 Q9/30/97/swissmodel/70_380_6ahy.1.B
ENST00000343737 Q9/30/98/swissmodel/31_334_4f0a.1.B
ENST00000375151 Q9/69/E8/swissmodel/6_123_6g04.1.A
ENST00000234371 Q9/69/F8/swissmodel/42_338_4zj8.1.A
ENST00000377294 Q9/69/J2/swissmodel/244_538_5wjq.1.C
ENST00000367988 Q9/69/M1/swissmodel/16_308_5o8o.1.A
ENST00000275200 Q9/69/N4/swissmodel/25_330_5dsg.2.A
ENST00000329245 Q9/69/P6/swissmodel/35_601_1sc7.1.D
ENST00000298289 Q9/69/Q0/swissmodel/1_106_4ujd.40.A
ENST00000282026 Q9/69/Q4/swissmodel/5_177_1mr3.1.A
ENST00000303251 Q9/69/Q5/swissmodel/5_170_4kyi.2.B
ENST00000261475 Q9/69/Q6/swissmodel/52_431_4i5n.2.B
ENST00000436750 Q9/69/S2/swissmodel/135_329_3twl.1.A
ENST00000308683 Q9/69/S3/swissmodel/226_477_5apo.1.j
ENST00000216271 Q9/69/S8/swissmodel/1_666_5td7.1.A
ENST00000296805 Q9/69/S9/swissmodel/66_779_1u2r.1.A
ENST00000602959 Q9/69/T4/swissmodel/61_207_5ojj.2.B
ENST00000435506 Q9/69/T7/swissmodel/10_289_4kx3.1.A
ENST00000281806 Q9/69/V1/swissmodel/33_324_4n6h.1.A
ENST00000392170 Q9/69/W8/swissmodel/104_390_5wjq.1.C
ENST00000258412 Q9/69/X1/swissmodel/92_309_4pgs.1.A
ENST00000373142 Q9/69/X2/swissmodel/41_329_6apl.3.A
ENST00000393784 Q9/69/X5/swissmodel/52_245_3zlc.2.A
ENST00000314423 Q9/69/X6/swissmodel/2_684_6nd4.1.J
ENST00000358792 Q9/69/Y2/swissmodel/34_492_1xzq.1.A
ENST00000366913 Q9/69/Z3/swissmodel/52_335_6fw2.1.A
ENST00000301242 Q9/6A/00/swissmodel/22_120_1j2m.1.A
ENST00000306448 Q9/6A/05/swissmodel/2_216_5voz.1.G
ENST00000368093 Q9/6A/28/swissmodel/20_208_5mvz.1.A
ENST00000322861 Q9/6A/32/swissmodel/17_166_2w4a.1.A
ENST00000370495 Q9/6A/46/swissmodel/70_354_6gci.1.A
ENST00000290759 Q9/6A/47/swissmodel/23_218_6cme.1.A
ENST00000373441 Q9/6A/70/swissmodel/9_426_1d7k.1.A
ENST00000085068 Q9/6A/B3/swissmodel/9_196_2b34.1.A
ENST00000425611 Q9/6A/H0/swissmodel/10_115_4oww.1.C
ENST00000617070 Q9/6A/H8/swissmodel/7_187_1vg8.1.A
ENST00000216099 Q9/6A/K3/swissmodel/7_202_5tkm.1.A
ENST00000392614 Q9/6A/X2/swissmodel/26_193_2g6b.1.A
ENST00000393271 Q9/6A/Y2/swissmodel/233_566_4p0r.1.B
ENST00000321562 Q9/6A/Y3/swissmodel/169_488_3jym.2.A
ENST00000339841 Q9/6B/H3/swissmodel/17_223_1eak.2.A
