TRAJ23 A0A075B6U7
KHK P50053
ETV1 P50549
SLC16A1 P53985
MFAP4 P55083
PSME3 P61289
CRB1 P82279
FGD1 P98174
CLC Q05315
PIGF Q07326
SLFN5 Q08AF3
PLCXD2 Q0VAA5
ST3GAL3 Q11203
SEMA3B Q13214
RAB31 Q13636
PIGH Q14442
PEA15 Q15121
RBBP7 Q16576
KNOP1 Q1ED39
CDON Q4KMG0
ARL13A Q5H913
SAMD5 Q5TGI4
B3GNTL1 Q67FW5
ESRP1 Q6NXG1
LLGL2 Q6P1M3
EPGN Q6UW88
IL27RA Q6UWB1
ABRAXAS1 Q6UWZ7
PPP4R3C Q6ZMV5
C5orf24 Q7Z6I8
THAP5 Q7Z6K1
LCA5 Q86VQ0
SLC13A5 Q86YT5
SGPP2 Q8IWX5
COL27A1 Q8IZC6
NALCN Q8IZF0
ARL14 Q8N4G2
FAM216B Q8N7L0
HSD17B11 Q8NBQ5
OR8S1 Q8NH09
STK35 Q8TDR2
NOC3L Q8WTT2
SLC35F5 Q8WV83
TSACC Q96A04
TENT5B Q96A09
MOAP1 Q96BY2
CMTM5 Q96DZ9
SPDL1 Q96EA4
ZBED6CL Q96FA7
GALNT14 Q96FL9
ACY3 Q96HD9
ATP5MK Q96IX5
ZNF668 Q96K58
PHACTR3 Q96KR7
LYSMD1 Q96S90
HBEGF Q99075
SMAD5 Q99717
PYGO2 Q9BRQ0
GINS4 Q9BRT9
DPH7 Q9BTV6
CDADC1 Q9BWV3
OR51B5 Q9H339
MAGEF1 Q9HAY2
CNNM1 Q9NRU3
CHCHD3 Q9NX63
DDX56 Q9NY93
SLC25A37 Q9NYZ2
RBM12B-AS1 Q9P1G2
SLC9A2 Q9UBY0
DICER1 Q9UPY3
COLQ Q9Y215
SIGLEC9 Q9Y336
GRIP1 Q9Y3R0
ENTPD2 Q9Y5L3
EID1 Q9Y6B2
CYP2D7 A0A1B0GTQ1
SSU72P3 A0A1W2PQJ5
NPIPB15 A6NHN6
WNT9B O14905
PDZD2 O15018
PRKN O60260
FZD6 O60353
PLXNC1 O60486
EIF5B O60841
MTRF1 O75570
BCAR3 O75815
SULT1A4 P0DMN0
CT45A8 P0DMV1
CALCB P10092
MYH7 P12883
MIF P14174
POLR2C P19387
C4BPB P20851
MAL P21145
S100A4 P26447
BRCA1 P38398
STAT6 P42226
ZNF75D P51815
KRTAP10-12 P60413
GNAI1 P63096
NOMO3 P69849
MRPS34 P82930
CPSF1 Q10570
NMI Q13287
BTG3 Q14201
KIAA0100 Q14667
TMEM30B Q3MIR4
GLIPR1L2 Q4G1C9
FKBP15 Q5T1M5
GPATCH4 Q5T3I0
PIK3R6 Q5UE93
RPRD2 Q5VT52
DNAI4 Q5VTH9
TTC39B Q5VTQ0
CWC27 Q6UX04
IL20RB Q6UXL0
C9orf47 Q6ZRZ4
ARHGEF18 Q6ZSZ5
PAQR9 Q6ZVX9
LRRC8D Q7L1W4
G2E3 Q7L622
SRL Q86TD4
LHFPL3 Q86UP9
NFE4 Q86UQ8
LDLRAD3 Q86YD5
NELFCD Q8IXH7
GALNT12 Q8IXK2
SLC35F2 Q8IXU6
OFCC1 Q8IZS5
ASPM Q8IZT6
CNTROB Q8N137
SLC44A3 Q8N4M1
LINC00612 Q8N6U2
ATAD1 Q8NBU5
GABPB2 Q8TAK5
LMO3 Q8TAP4
FAM174A Q8TBP5
TRPM4 Q8TD43
THAP3 Q8WTV1
KCTD4 Q8WVF5
ACOT11 Q8WXI4
ADAMTS14 Q8WXS8
TMEM234 Q8WY98
PTPRU Q92729
UCN3 Q969E3
SLC22A18 Q96BI1
TADA1 Q96BN2
ALKBH8 Q96BT7
METTL2A Q96IZ6
HSH2D Q96JZ2
C10orf90 Q96M02
RILP Q96NA2
P2RX7 Q99572
LITAF Q99732
MRPL34 Q9BQ48
RTP3 Q9BQQ7
TRIM51 Q9BSJ1
TRIM31 Q9BZY9
TRIM9 Q9C026
MS4A6A Q9H2W1
TOR3A Q9H497
EHMT1 Q9H9B1
OCIAD1 Q9NX40
TAS2R3 Q9NYW6
B3GAT1 Q9P2W7
MID2 Q9UJV3
FOXA2 Q9Y261
RCL1 Q9Y2P8
CHST2 Q9Y4C5
USP15 Q9Y4E8
PCDHB11 Q9Y5F2
GMPPB Q9Y5P6
MTCH2 Q9Y6C9
STK24 Q9Y6E0
SMIM31 A0A1B0GVY4
COL6A5 A8TX70
NBPF26 B4DH59
GPR89A B7ZAQ6
FBP2 O00757
TPP1 O14773
SH2D1B O14796
MGST3 O14880
GSTZ1 O43708
B4GALT2 O60909
CLUH O75153
CAPN15 O75808
RHOBTB1 O94844
SOGA1 O94964
SOX30 O94993
FSBP O95073
ETHE1 O95571
ZNF682 O95780
ITGA5 P08648
INHBB P09529
H2BW2 P0C1H6
CHTF8 P0CG13
CT45A9 P0DMV2
SPDYE11 P0DTA3
COX6A1 P12074
DRD2 P14416
ZNF16 P17020
HSD3B2 P26439
CYP2C18 P33260
GLRX P35754
CPOX P36551
GNL1 P36915
CEBPA P49715
ATP1A2 P50993
SNU13 P55769
SMIM11A P58511
PFN3 P60673
CYCS P99999
PFKP Q01813
POU5F1 Q01860
BCL2L1 Q07817
FADD Q13158
SMAD4 Q13485
MED21 Q13503
RAPSN Q13702
URB2 Q14146
EEA1 Q15075
SMAD2 Q15796
GAGE2E Q4V326
TNNI3K Q59H18
RPS26P11 Q5JNZ5
TEX30 Q5JUR7
KDM7A Q6ZMT4
PEAK3 Q6ZS72
CHSY3 Q70JA7
PEG10 Q86TG7
VASH2 Q86V25
TIAM2 Q8IVF5
SPAG16 Q8N0X2
SPATA6L Q8N4H0
PLPP7 Q8NBV4
SIMC1 Q8NDZ2
OR2T12 Q8NG77
OR8A1 Q8NGG7
OR2G2 Q8NGZ5
DEPTOR Q8TB45
NTN5 Q8WTR8
TRAPPC14 Q8WVR3
RNF133 Q8WVZ7
PATE1 Q8WXA2
CCL17 Q92583
EEF2KMT Q96G04
BCAN Q96GW7
LOXL4 Q96JB6
ZNF488 Q96MN9
ODAD4 Q96NG3
HAUS7 Q99871
MFRP Q9BY79
AMBRA1 Q9C0C7
B3GNT4 Q9C0J1
ACTR6 Q9GZN1
ZNF335 Q9H4Z2
RABEP2 Q9H5N1
NAA60 Q9H7X0
POLR1B Q9H9Y6
CENPJ Q9HC77
MXRA5 Q9NR99
KIF15 Q9NS87
FOXD4L1 Q9NU39
AP5S1 Q9NUS5
PLAAT2 Q9NWW9
DKK4 Q9UBT3
MAGEL2 Q9UJ55
ZMIZ1 Q9ULJ6
DAPP1 Q9UN19
MAN2B2 Q9Y2E5
TNFRSF18 Q9Y5U5
MRPL42 Q9Y6G3
MTRNR2L11 S4R3Y5
TRAV30 A0A087WSZ9
CTAGE9 A4FU28
FAM90A20P A6NIJ5
SLC25A17 O43808
AP2A2 O94973
NXPH4 O95158
KLHL2 O95198
ZBTB7A O95365
TSPAN12 O95859
STATH P02808
PRM2 P04554
GSTP1 P09211
FAM86B2 P0C5J1
CXCL8 P10145
ZNF25 P17030
ATF4 P18848
GNAZ P19086
GNAT2 P19087
FBL P22087
CCKBR P32239
CNR2 P34972
GCK P35557
FLT3 P36888
LRBA P50851
SOX8 P57073
RPS29 P62273
SNRPN P63162
SLC3A1 Q07837
ARHGAP1 Q07960
GOLGA2 Q08379
GRIN2A Q12879
CSTF3 Q12996
TIAM1 Q13009
NEUROD1 Q13562
COL4A6 Q14031
VGLL4 Q14135
IKBKE Q14164
SSPN Q14714
RBMY1F Q15415
SEC23B Q15437
ELF2 Q15723
CHRNA6 Q15825
MAN2A1 Q16706
HSP90B2P Q58FF3
TRAPPC3L Q5T215
LRIF1 Q5T3J3
TSTD2 Q5T7W7
SFMBT2 Q5VUG0
GAGE2A Q6NT46
ANKRD12 Q6UB98
MMS22L Q6ZRQ5
LANCL3 Q6ZV70
PDZD4 Q76G19
BMP8A Q7Z5Y6
DHDDS Q86SQ9
H2AC21 Q8IUE6
ADHFE1 Q8IWW8
OR4N4 Q8N0Y3
TMEM123 Q8N131
WDTC1 Q8N5D0
COMMD1 Q8N668
SLC43A3 Q8NBI5
NECAP1 Q8NC96
ZNF485 Q8NCK3
MROH1 Q8NDA8
CFAP43 Q8NDM7
FLCN Q8NFG4
PPTC7 Q8NI37
SLC7A6OS Q96CW6
INKA1 Q96EL1
LRATD2 Q96KN1
MBOAT7 Q96N66
NEUROD6 Q96NK8
SERPINB11 Q96P15
TSEN34 Q9BSV6
TMEM121 Q9BTD3
C1orf43 Q9BWL3
PRR14 Q9BWN1
GNB1L Q9BYB4
UACA Q9BZF9
KATNBL1 Q9H079
PNN Q9H307
SEMA4A Q9H3S1
DSN1 Q9H410
FN3KRP Q9HA64
SEPSECS Q9HD40
GDF3 Q9NR23
PICK1 Q9NRD5
SERINC1 Q9NRX5
SMC4 Q9NTJ3
TAS2R7 Q9NYW3
BICRA Q9NZM4
GCNT4 Q9P109
NKX1-2 Q9UD57
NWD2 Q9ULI1
WBP11 Q9Y2W2
POLR3H Q9Y535
INSIG2 Q9Y5U4
MPC1 Q9Y5U8
PUS1 Q9Y606
SHTN1 A0MZ66
SMIM1 B2RUZ4
TEX22 C9J3V5
KCNK3 O14649
RRH O14718
N4BP3 O15049
GNG7 O60262
URB1 O60287
CLASP2 O75122
CREG1 O75629
CCNK O75909
SNCG O76070
DUSP14 O95147
TACC2 O95359
LY6G6D O95868
BAALC-AS2 P0C853
EPX P11678
SERPINB1 P30740
HOXD3 P31249
IFNGR2 P38484
FASLG P48023
GRIA4 P48058
CCT8 P50990
PSMD7 P51665
RAD23B P54727
LINC00158 P58513
DNAJB13 P59910
SPIB Q01892
OCA2 Q04671
TFF3 Q07654
TMEM115 Q12893
RTP5 Q14D33
KIF14 Q15058
GPR68 Q15743
BAK1 Q16611
NKG7 Q16617
FAM83E Q2M2I3
ACOT6 Q3I5F7
KRTAP21-1 Q3LI58
FAM98B Q52LJ0
PARP10 Q53GL7
PABPC1L2A Q5JQF8
PAGE3 Q5JUK9
SLC35F1 Q5T1Q4
OTUD3 Q5T2D3
TRIM68 Q6AZZ1
DENND5A Q6IQ26
WDR93 Q6P2C0
XRRA1 Q6P2D8
MORN3 Q6PF18
GLIPR1L1 Q6UWM5
ZNF783 Q6ZMS7
TMPPE Q6ZT21
KIAA0408 Q6ZU52
NDUFAF7 Q7L592
STRADA Q7RTN6
MAMDC2 Q7Z304
SNX32 Q86XE0
PRIMA1 Q86XR5
LMTK2 Q8IWU2
KLHL7 Q8IXQ5
KRTCAP2 Q8N6L1
TERB1 Q8NA31
PPHLN1 Q8NEY8
OR10H4 Q8NGA5
KIF18A Q8NI77
ADAMTS19 Q8TE59
PPP1R13L Q8WUF5
CHMP7 Q8WUX9
ZFPM2 Q8WW38
DOCK10 Q96BY6
ZNF274 Q96GC6
COQ2 Q96H96
ZNF469 Q96JG9
PRELID3A Q96N28
CCDC115 Q96NT0
OR2M2 Q96R28
TUBGCP5 Q96RT8
OVOL2 Q9BRP0
DHRS4 Q9BTZ2
SEC11C Q9BY50
LRRC2 Q9BYS8
PPP1R12C Q9BZL4
FAM234A Q9H0X4
PPA2 Q9H2U2
FBXO44 Q9H4M3
ABCB9 Q9NP78
DUOX2 Q9NRD8
CALML5 Q9NZT1
MSRB1 Q9NZV6
HECW2 Q9P2P5
KL Q9UEF7
SRRD Q9UH36
SCOC Q9UIL1
RABGEF1 Q9UJ41
FZD1 Q9UP38
MYRF Q9Y2G1
FCF1 Q9Y324
OR10H1 Q9Y4A9
FAM215A Q9Y5M1
IGLV4-60 A0A075B6I1
TRAV36DV7 A0A075B6V5
TRAJ6 A0A075B6Z3
TRBV10-2 A0A0K0K1G8
MBD3L2B A0A1B0GVZ6
BICDL2 A1A5D9
DCDC2B A2VCK2
ARL5C A6NH57
VGF O15240
TRAPPC3 O43617
FADS1 O60427
MAN1A2 O60476
CPNE3 O75131
NPHP4 O75161
SMIM24 O75264
MPDU1 O75352
NXPH3 O95157
NDUFA3 O95167
ZRANB2 O95218
SNAPIN O95295
BRI3 O95415
CALCA P01258
CD5 P06127
ZNF875 P10072
ZNF823 P16415
BTF3 P20290
RBMS1 P29558
HOXC13 P31276
HOXD11 P31277
FMO3 P31513
MPL P40238
PSMC4 P43686
FASN P49327
PRIM2 P49643
AGFG1 P52594
AFDN P55196
WNT3 P56703
BPIFB4 P59827
ACTC1 P68032
RLF Q13129
CAMK2D Q13557
DDX39B Q13838
CBX2 Q14781
MFSD13A Q14CX5
DHCR24 Q15392
PUM3 Q15397
INSC Q1MX18
KRTAP6-3 Q3LI67
ZNF876P Q49A33
AGK Q53H12
RNASE13 Q5GAN3
OR10J3 Q5JRS4
RNF220 Q5VTB9
TTC19 Q6DKK2
GTF2H2C Q6P1K8
LYPD8 Q6UX82
LRRN1 Q6UXK5
OTOP3 Q7RTS5
KCNK18 Q7Z418
RBBP6 Q7Z6E9
CTU1 Q7Z7A3
KHDC4 Q7Z7F0
IGFN1 Q86VF2
LINC00528 Q8N1L1
GPR161 Q8N6U8
SLC35G3 Q8N808
TCEANC Q8N8B7
COX18 Q8N8Q8
TMEM35B Q8NCS4
PJA1 Q8NG27
SMIM11B Q8TCY0
STAM Q92783
BIRC7 Q96CA5
FOXRED1 Q96CU9
SIRT1 Q96EB6
NUDT11 Q96G61
IGSF21 Q96ID5
COG8 Q96MW5
TEPSIN Q96N21
KRTAP4-1 Q9BYQ7
GTSF1L Q9H1H1
EPS8L2 Q9H6S3
AUNIP Q9H7T9
RNF121 Q9H920
ENAM Q9NRM1
TPSG1 Q9NRR2
NLGN3 Q9NZ94
NTM Q9P121
NUFIP1 Q9UHK0
GTF2IRD1 Q9UHL9
DKKL1 Q9UK85
YEATS2 Q9ULM3
AGTPBP1 Q9UPW5
KCNK6 Q9Y257
B3GALT5 Q9Y2C3
POLDIP2 Q9Y2S7
DERA Q9Y315
OR2W1 Q9Y3N9
PCDHGA5 Q9Y5G8
GTF3C3 Q9Y5Q9
IGKJ2 A0A0A0MT85
TRBJ1-1 A0A0J9YXA8
LOC105372440 A0A1B0GTG8
SOWAHB A6NEL2
TRIM64B A6NI03
IGIP A6NJ69
SPATA31C2 B4DYI2
NACA E9PAV3
PRR23D1 E9PI22
NDUFS4 O43181
TGOLN2 O43493
SYNGR3 O43761
BUB1B O60566
PRKRA O75569
LSM8 O95777
MBD3 O95983
MBP P02686
SMR3B P02814
OPN1MW P04001
PYGL P06737
UMOD P07911
RNASE1 P07998
TPM1 P09493
USP17L8 P0C7I0
UQCRFS1P1 P0C7P4
ERCC3 P19447
ITGB7 P26010
CD52 P31358
SDC4 P31431
CXCR5 P32302
SDC2 P34741
HMGCL P35914
DCT P40126
HADHA P40939
CLCN4 P51793
PDX1 P52945
PRMT2 P55345
CTSW P56202
FAM3B P58499
VBP1 P61758
RPL36A P83881
CTBS Q01459
ITIH3 Q06033
DMPK Q09013
FOXL1 Q12952
DYRK1A Q13627
ARL6IP1 Q15041
ATXN8 Q156A1
RAB11B Q15907
EIF2S3B Q2VIR3
LRRK1 Q38SD2
NBPF1 Q3BBV0
TCP11X2 Q5H9J9
ZNF766 Q5HY98
RPGRIP1L Q68CZ1
EIF5AL1 Q6IS14
NPSR1 Q6W5P4
TMEM26 Q6ZUK4
PREX2 Q70Z35
DENND4A Q7Z401
IQCF1 Q8N6M8
ZNF366 Q8N895
FAM71D Q8N9W8
MNS1 Q8NEH6
DEFB105A Q8NG35
APOBEC4 Q8WW27
CYGB Q8WWM9
S100Z Q8WXG8
ASB13 Q8WXK3
PXDN Q92626
MCUR1 Q96AQ8
PYCR2 Q96C36
ZDHHC12 Q96GR4
PGBD1 Q96JS3
CLUHP3 Q96NS8
SCGB3A2 Q96PL1
KLF6 Q99612
NDC1 Q9BTX1
CRB3 Q9BUF7
TMEM109 Q9BVC6
TSSK6 Q9BXA6
THAP2 Q9H0W7
WNT8A Q9H1J5
GOLPH3 Q9H4A6
ZCCHC4 Q9H5U6
TMEM138 Q9NPI0
UTP3 Q9NQZ2
SALL1 Q9NSC2
STARD5 Q9NSY2
TBC1D23 Q9NUY8
ETNK2 Q9NVF9
ATAD3A Q9NVI7
FAM53C Q9NYF3
IFNK Q9P0W0
MTRR Q9UBK8
MUTYH Q9UIF7
MOSPD1 Q9UJG1
FAN1 Q9Y2M0
NEU2 Q9Y3R4
PCDHGA7 Q9Y5G6
UQCRHL A0A096LP55
IGHV1-45 A0A0A0MS14
TRBJ1-6 A0A0J9YWX3
TRBV10-1 A0A0K0K1A3
MARCOL A0A1B0GUY1
FAM170A A1A519
C1orf226 A1L170
RBFOX3 A6NFN3
FAM24A A6NFZ4
ASB14 A6NK59
ZNF724 A8MTY0
INAFM1 C9JVW0
FAM229A H3BQW9
UTY O14607
STX16 O14662
ARPC2 O15144
MPPED1 O15442
KCNN4 O15554
MRPS14 O60783
TMCC2 O75069
ATP2C2 O75185
NPIPB7 O75200
ATP5PD O75947
NCR1 O76036
LALBA P00709
IGHG2 P01859
LCT P09848
LINC00271 P0C7V0
TPT1 P13693
PRG2 P13727
GADD45A P24522
ACAT1 P24752
GTF2E2 P29084
TIA1 P31483
CKS2 P33552
NKX2-1 P43699
NPY2R P49146
DEFB1 P60022
RPS25 P62851
RBP5 P82980
GUCY1A1 Q02108
GFPT1 Q06210
BIK Q13323
PDE7A Q13946
PLS1 Q14651
TMEM187 Q14656
EFNB3 Q15768
EXT1 Q16394
DDB1 Q16531
KCNMB1 Q16558
LAMA3 Q16787
RRN3P1 Q2M238
CWF19L2 Q2TBE0
AGAP6 Q5VW22
SPRYD7 Q5W111
FBXL19 Q6PCT2
ULK3 Q6PHR2
GPR179 Q6PRD1
ZDHHC24 Q6UX98
LRRC69 Q6ZNQ3
ZNF771 Q7L3S4
NT5DC3 Q86UY8
ZC3HC1 Q86WB0
PDPN Q86YL7
TEX14 Q8IWB6
OR6V1 Q8N148
CEP112 Q8N8E3
IL17RC Q8NAC3
OR2L3 Q8NG85
DQX1 Q8TE96
CCNB3 Q8WWL7
ZCCHC14 Q8WYQ9
GLYATL1 Q969I3
EXOC2 Q96KP1
PPP3R2 Q96LZ3
CAMK1G Q96NX5
LENG8 Q96PV6
ZIC5 Q96T25
MCHR1 Q99705
FAM110A Q9BQ89
TRIM15 Q9C019
GREB1L Q9C091
CEP295 Q9C0D2
PRDM14 Q9GZV8
TRPV6 Q9H1D0
PABPC3 Q9H361
TRIM45 Q9H8W5
TMBIM4 Q9HC24
IFT57 Q9NWB7
SOHLH2 Q9NX45
VNN3 Q9NY84
ARMCX1 Q9P291
TBC1D14 Q9P2M4
WARS2 Q9UGM6
PFDN2 Q9UHV9
STOML2 Q9UJZ1
ZNF215 Q9UL58
VWA7 Q9Y334
OR1A2 Q9Y585
TRBV15 A0A087WZ39
DPEP2NB A0A0U1RQF7
LOC100996750 A0A140TA64
TAF11L14 A0A1W2PPL8
SPDYE9 A0A494C191
TRBV5-5 A0A597
FAM183A A6NL82
FBXW7-AS1 B0L3A2
TSTD3 H0UI37
SUPT5H O00267
AGRN O00468
PODXL O00592
POLR3G O15318
ZBTB14 O43829
TNFRSF6B O95407
TMEM50A O95807
HEXA P06865
RHCE P18577
CAST P20810
CALR P27797
HTR1B P28222
HTR1E P28566
TNNI2 P48788
SRP9 P49458
TAF6 P49848
HCFC1 P51610
HERVK_113 P61574
PPP2CB P62714
DEFB103A P81534
MYL7 Q01449
COL4A3 Q01955
EIF4G1 Q04637
LRRC63 Q05C16
COTL1 Q14019
FAT1 Q14517
HNF4G Q14541
IRF3 Q14653
PSMD6 Q15008
ACAP1 Q15027
MEP1B Q16820
MTHFSD Q2M296
KRT24 Q2M2I5
DEFB112 Q30KQ8
PGS1 Q32NB8
ZSCAN23 Q3MJ62
FOXD4L6 Q3SYB3
RABL3 Q5HYI8
SH2D4B Q5SQS7
AXDND1 Q5T1B0
PDZK1 Q5T2W1
ERMARD Q5T6L9
OBSCN Q5VST9
DCAF12L2 Q5VW00
TDRD10 Q5VZ19
MTFR2 Q6P444
TRAF7 Q6Q0C0
LINGO4 Q6UY18
GLDN Q6ZMI3
ZNF705A Q6ZN79
TTLL7 Q6ZT98
CFAP47 Q6ZTR5
GDPD3 Q7L5L3
GPR155 Q7Z3F1
UNC93A Q86WB7
EHBP1L1 Q8N3D4
MINK1 Q8N4C8
TMEM151A Q8N4L1
MAGEB6 Q8N7X4
OR2L8 Q8NGY9
ARAP2 Q8WZ64
C11orf24 Q96F05
NSD1 Q96L73
FRMD6 Q96NE9
KLHL32 Q96NJ5
GPR101 Q96P66
MNT Q99583
ACO2 Q99798
OPRPN Q99935
HOPX Q9BPY8
SENP7 Q9BQF6
FEM1A Q9BSK4
RIOK2 Q9BVS4
OSBPL10 Q9BXB5
EMILIN2 Q9BXX0
KRTAP4-9 Q9BYQ8
PLA2G12A Q9BZM1
PSME3IP1 Q9GZU8
RDH14 Q9HBH5
TENM2 Q9NT68
TBCCD1 Q9NVR7
TAS2R1 Q9NYW7
PLK2 Q9NYY3
FEZ2 Q9UHY8
IKZF3 Q9UKT9
ANGPTL2 Q9UKU9
MMP17 Q9ULZ9
ANAPC10 Q9UM13
NEU3 Q9UQ49
PEX16 Q9Y5Y5
HS3ST4 Q9Y661
ESYT2 A0FGR8
TBC1D3F A6NER0
MGAT4D A6NG13
EYA2 O00167
HAS3 O00219
LST1 O00453
RGPD8 O14715
PSCA O43653
SLC37A4 O43826
SIN3B O75182
MOSPD3 O75425
GJB6 O95452
RSPH10B P0C881
ACR P10323
PYGM P11217
CCL2 P13500
PPP3CB P16298
PRLR P16471
KLK2 P20151
ITGA6 P23229
ACKR3 P25106
KLRC1 P26715
DEK P35659
ARL4A P40617
NOP2 P46087
GIPR P48546
TPMT P51580
EMP3 P54852
CASP7 P55210
NLRP12 P59046
CXADR P78310
RBM6 P78332
POU6F2 P78424
B4GALNT1 Q00973
SCN1B Q07699
BST1 Q10588
LCP2 Q13094
CRYM Q14894
UBE2V2 Q15819
BCL2A1 Q16548
NFIL3 Q16649
MIA Q16674
SPHKAP Q2M3C7
LRRFIP1 Q32MZ4
MOGAT2 Q3SYC2
TDRG1 Q3Y452
CARD16 Q5EG05
VWA2 Q5GFL6
SPDYA Q5MJ70
PIP5KL1 Q5T9C9
PRAMEF8 Q5VWM4
FMN1 Q68DA7
CAPRIN2 Q6IMN6
ZNF880 Q6PDB4
GLB1L Q6UWU2
CYFIP1 Q7L576
GSTA5 Q7RTV2
SPRED1 Q7Z699
PRRT2 Q7Z6L0
EXOC3L1 Q86VI1
IQCH Q86VS3
AHNAK2 Q8IVF2
HERC6 Q8IVU3
ZNF454 Q8N9F8
CCDC197 Q8NCU1
HMCN2 Q8NDA2
NUP43 Q8NFH3
SLC22A8 Q8TCC7
C18orf32 Q8TCD1
FAM162A Q96A26
TMEM18 Q96B42
HAVCR1 Q96D42
SLC47A1 Q96FL8
SPACA7 Q96KW9
KICS2 Q96MD2
SPATA13 Q96N96
CPXM1 Q96SM3
ELF4 Q99607
TMEM120A Q9BXJ8
TEX101 Q9BY14
TMEM168 Q9H0V1
TSPYL2 Q9H2G4
TTYH1 Q9H313
METTL7A Q9H8H3
MYO10 Q9HD67
ERVK-5 Q9HDB9
TREM1 Q9NP99
EQTN Q9NQ60
DUOX1 Q9NRD9
MCUB Q9NWR8
LYAR Q9NX58
SAGE1 Q9NXZ1
TVP23B Q9NYZ1
TECR Q9NZ01
CLIC5 Q9NZA1
VPS54 Q9P1Q0
CHMP2B Q9UQN3
AK6 Q9Y3D8
ASB3 Q9Y575
TEX264 Q9Y6I9
TRAJ48 A0A075B6V3
TRAJ25 A0A075B6Z8
CXorf51A A0A1B0GTR3
PRSS38 A1L453
SIGLEC16 A6NMB1
FAM90A9P A6NNJ1
KRTAP9-1 A8MXZ3
PANO1 I0J062
IGF2BP3 O00425
ZNF197 O14709
INE1 O15225
MAGEB4 O15481
CYB5B O43169
CCNT1 O60563
LPXN O60711
ZBED4 O75132
DDN O94850
GLP2R O95838
CSF2 P04141
IL4 P05112
ARMS2 P0C7Q2
MTHFD1 P11586
SLC25A6 P12236
HK1 P19367
NR1D1 P20393
ATP6V0C P27449
ARID4A P29374
NMT1 P30419
KRT20 P35900
CCR2 P41597
SLC11A1 P49279
DYNLT3 P51808
EIF5 P55010
LSM3 P62310
CKAP4 Q07065
AHNAK Q09666
ZP4 Q12836
DPYD Q12882
PPP2R5C Q13362
ZNF211 Q13398
CAMK2B Q13554
ZNHIT3 Q15649
ETFDH Q16134
SEPTIN7 Q16181
GPR162 Q16538
PRSS8 Q16651
FER1L6 Q2WGJ9
ZNF791 Q3KP31
CFAP70 Q5T0N1
TEX261 Q6UWH6
DCHS2 Q6V1P9
TBC1D9 Q6ZT07
OLIG3 Q7RTU3
SLC36A1 Q7Z2H8
SPATA21 Q7Z572
MOB3B Q86TA1
ZNF546 Q86UE3
FMNL3 Q8IVF7
RAVER1 Q8IY67
ZDHHC14 Q8IZN3
C6orf223 Q8N319
ZCCHC9 Q8N567
PCYOX1L Q8NBM8
OR9K2 Q8NGE7
OR6Y1 Q8NGX8
RIN3 Q8TB24
ITFG1 Q8TB96
DEPDC1B Q8WUY9
EDARADD Q8WWZ3
BAP1 Q92560
KAT6A Q92794
TRIM63 Q969Q1
GAL3ST3 Q96A11
SYAP1 Q96A49
ELP4 Q96EB1
XAGE2 Q96GT9
ZNF496 Q96IT1
PPP1R36 Q96LQ0
TMEM209 Q96SK2
PCDHB18P Q96TA0
NUDT12 Q9BQG2
PRSS27 Q9BQR3
FDXACB1 Q9BRP7
HDHD3 Q9BSH5
TPPP3 Q9BW30
CYRIA Q9H0Q0
GABARAPL1 Q9H0R8
NDST4 Q9H3R1
GPR35 Q9HC97
SLC17A5 Q9NRA2
TYW1 Q9NV66
ERAP1 Q9NZ08
CNTN3 Q9P232
ZMAT5 Q9UDW3
MLH3 Q9UHC1
CD84 Q9UIB8
HAO1 Q9UJM8
BTBD3 Q9Y2F9
NFS1 Q9Y697
SLC4A4 Q9Y6R1
C13orf42 A0A1B0GVH6
IGHD6-19 A0A1Y8EKQ5
E2F8 A0AVK6
TRAV38-2DV8 A0JD32
OR2A25 A4D2G3
ZNF503-AS2 A6NEH8
LINC01387 J3KSC0
ASTN1 O14525
ENPP3 O14638
BACH1 O14867
RGS13 O14921
ENSA O43768
TAF5L O75529
NPM3 O75607
FCN3 O75636
TOM1L1 O75674
PIGN O95427
IGKV2D-28 P01615
RLN2 P04090
TACSTD2 P09758
PGA3 P0DJD8
IGHV1-38-4 P0DTW3
COX8A P10176
CYP2A6 P11509
ICAM2 P13598
C6 P13671
ADCYAP1 P18509
NDUFV2 P19404
CD22 P20273
GSTM3 P21266
GART P22102
MC5R P33032
HPCAL1 P37235
PBX2 P40425
RGS3 P49796
MMP16 P51512
ATXN3 P54252
PPP2CA P67775
UBE2L3 P68036
HMGCS1 Q01581
EPS8 Q12929
SHROOM2 Q13796
ELAVL1 Q15717
PNLIPRP3 Q17RR3
MPEG1 Q2M385
SP6 Q3SY56
C5orf22 Q49AR2
GGTA1 Q4G0N0
FAM74A3 Q4VXF1
NCBP3 Q53F19
UMODL1 Q5DID0
XKR4 Q5GH76
KLF17 Q5JT82
SYCP2L Q5T4T6
ATP1A1-AS1 Q5TC04
PCNX4 Q63HM2
PLCXD3 Q63HM9
KIAA0930 Q6ICG6
BLOC1S2 Q6QNY1
LCLAT1 Q6UWP7
CASP12 Q6UXS9
ZNF497 Q6ZNH5
RIPOR1 Q6ZS17
SLC25A48 Q6ZT89
PRICKLE2 Q7Z3G6
RALGPS2 Q86X27
ZNF687 Q8N1G0
PRELID2 Q8N945
SYT2 Q8N9I0
ACRBP Q8NEB7
NUDT10 Q8NFP7
MRAP Q8TCY5
