ENST00000390247 A0/A0/75B6H7/swissmodel/18_116_5wt9.1.B
ENST00000340398 Q6/NX/T2/swissmodel/30_135_1eqz.1.E
ENST00000445478 Q6/NY/C1/swissmodel/1_341_6mev.1.A
ENST00000404369 Q6/NZ/63/swissmodel/43_245_6hcy.1.A
ENST00000383820 Q6/P0/87/swissmodel/78_350_5uba.1.A
ENST00000356517 Q6/P0/93/swissmodel/76_401_5jd4.1.A
ENST00000437043 Q6/P1/79/swissmodel/53_960_5j6s.1.A
ENST00000510979 Q6/P1/K8/swissmodel/51_387_6nmi.1.E
ENST00000372014 Q6/P1/L8/swissmodel/31_145_6nu2.8.A
ENST00000392550 Q6/P1/M3/swissmodel/12_937_6n8q.1.A
ENST00000276692 Q6/P1/N9/swissmodel/5_295_2xio.1.A
ENST00000378164 Q6/P1/X5/swissmodel/20_987_6mzc.1.A
ENST00000393430 Q6/P2/D0/swissmodel/101_403_5wjq.1.C
ENST00000533473 Q6/P2/I7/swissmodel/72_269_1pp1.1.A
ENST00000447676 Q6/P2/M8/swissmodel/8_312_2x0g.1.A
ENST00000322396 Q6/P2/P2/swissmodel/150_844_6pdm.1.A
ENST00000572621 Q6/P2/Q9/swissmodel/25_2335_5z56.1.A
ENST00000465995 Q6/P3/W2/swissmodel/1_149_2l6l.1.A
ENST00000341686 Q6/P4/61/swissmodel/43_480_3eq6.2.A
ENST00000240617 Q6/P4/A8/swissmodel/37_547_3fgw.1.A
ENST00000382666 Q6/P5/87/swissmodel/6_224_6foh.1.A
ENST00000368910 Q6/P5/89/swissmodel/31_184_3f4m.1.A
ENST00000458573 Q6/P5/Q4/swissmodel/198_547_4rwt.1.B
ENST00000295830 Q6/P5/R6/swissmodel/10_120_4v6x.53.A
ENST00000548577 Q6/P5/S7/swissmodel/44_130_6c6l.1.O
ENST00000409678 Q6/P9/88/swissmodel/86_451_4wbh.1.B
ENST00000227756 Q6/P9/A2/swissmodel/64_601_6pxu.1.A
ENST00000330947 Q6/P9/F7/swissmodel/15_796_6djb.1.B
ENST00000328902 Q6/P9/H5/swissmodel/39_262_3zjc.3.A
ENST00000525899 Q6/PE/Y0/swissmodel/2_205_2zw3.1.A
ENST00000312988 Q6/PE/Y2/swissmodel/1_438_4x1y.1.C
ENST00000478244 Q6/PH/85/swissmodel/3_250_6bg3.1.A
ENST00000229447 Q6/PH/W0/swissmodel/71_289_4ttc.1.A
ENST00000396365 Q6/PI/73/swissmodel/27_418_6aed.1.A
ENST00000389703 Q6/PI/I5/swissmodel/1_202_1qh5.1.A
ENST00000382152 Q6/PI/L6/swissmodel/54_250_3dd4.1.A
ENST00000524391 Q6/PI/U1/swissmodel/35_439_3lnm.2.A
ENST00000453514 Q6/PI/Y7/swissmodel/153_481_5jnb.1.A
ENST00000282292 Q6/PK/81/swissmodel/144_438_5wjq.1.C
ENST00000335125 Q6/PK/H6/swissmodel/23_208_3o4r.1.A
ENST00000400906 Q6/PX/P3/swissmodel/14_487_4ybq.1.A
ENST00000357872 Q6/Q4/G3/swissmodel/90_990_6bv4.1.A
ENST00000398214 Q6/Q8/B3/swissmodel/37_225_4bfe.1.A
ENST00000345068 Q6/QE/F8/swissmodel/8_401_2aq5.1.A
ENST00000278060 Q6/QH/F9/swissmodel/13_649_5mbx.1.A
ENST00000339922 Q6/RS/H7/swissmodel/36_138_6r7f.1.I
ENST00000339917 Q6/SA/08/swissmodel/12_319_5ig1.2.A
ENST00000241463 Q6/T3/10/swissmodel/26_199_2atv.1.A
ENST00000512733 Q6/TC/H7/swissmodel/25_308_3wxv.1.A
ENST00000371211 Q6/U7/36/swissmodel/29_322_2z73.1.A
ENST00000415922 Q6/U7/Q0/swissmodel/96_374_5wjq.1.C
ENST00000456172 Q6/U7/Q0/swissmodel/96_374_5wjq.1.C
ENST00000315796 Q6/UB/28/swissmodel/47_332_4iu6.1.A
ENST00000367321 Q6/UB/35/swissmodel/360_977_4jjz.1.B
ENST00000279058 Q6/UD/R6/swissmodel/24_91_4bd9.1.B
ENST00000294725 Q6/UV/M3/swissmodel/37_1108_5u70.1.A
ENST00000455827 Q6/UV/W9/swissmodel/56_172_4iop.1.A
ENST00000367963 Q6/UV/Y6/swissmodel/24_577_4zel.1.A
ENST00000267406 Q6/UW/01/swissmodel/68_205_5h4c.1.B
ENST00000272324 Q6/UW/15/swissmodel/38_175_4mth.1.A
ENST00000376004 Q6/UW/63/swissmodel/152_481_5l0r.1.A
ENST00000328655 Q6/UW/B4/swissmodel/49_304_5edm.1.A
ENST00000403376 Q6/UW/E3/swissmodel/23_94_2jtk.1.A
ENST00000312442 Q6/UW/M5/swissmodel/25_207_3q2u.1.A
ENST00000341509 Q6/UW/M7/swissmodel/34_504_3ai0.1.A
ENST00000325630 Q6/UW/N8/swissmodel/24_80_2n52.1.A
ENST00000375500 Q6/UW/Q5/swissmodel/20_147_6d9i.2.A
ENST00000296741 Q6/UW/R7/swissmodel/24_415_5ege.1.A
ENST00000295759 Q6/UW/U2/swissmodel/27_629_3thc.1.A
ENST00000328313 Q6/UW/V6/swissmodel/30_417_5tcd.1.A
ENST00000316144 Q6/UW/W0/swissmodel/20_173_2xst.1.A
ENST00000303334 Q6/UW/W8/swissmodel/32_553_1yah.1.A
ENST00000321945 Q6/UW/Z7/swissmodel/1_331_6gvw.1.F
ENST00000378895 Q6/UX/07/swissmodel/30_315_3rd5.1.A
ENST00000359228 Q6/UX/B3/swissmodel/22_101_2muo.1.A
ENST00000328853 Q6/UX/B4/swissmodel/114_291_3kqg.1.A
ENST00000329582 Q6/UX/L0/swissmodel/34_226_4doh.1.B
ENST00000360945 Q6/UX/N7/swissmodel/60_152_1om2.1.A
ENST00000465414 Q6/UX/S0/swissmodel/38_125_3als.1.A
ENST00000357338 Q6/UY/11/swissmodel/13_249_4xbm.2.A
ENST00000368820 Q6/UY/18/swissmodel/29_502_2id5.1.B
ENST00000341861 Q6/V1/X1/swissmodel/48_897_6eoo.1.A
ENST00000334636 Q6/VV/X0/swissmodel/38_501_3czh.1.A
ENST00000400230 Q6/XP/S3/swissmodel/198_522_3v0g.2.A
ENST00000449291 Q6/XQ/N6/swissmodel/16_534_4yub.1.B
ENST00000344577 Q6/XZ/B0/swissmodel/38_452_1lpa.1.B
ENST00000593184 Q6/YF/Q2/swissmodel/13_88_5z62.1.H
ENST00000398805 Q6/YN/16/swissmodel/1_275_3kvo.1.A
ENST00000260508 Q6/YP/21/swissmodel/41_450_5veq.1.A
ENST00000429149 Q6/ZM/J4/swissmodel/23_194_4exn.1.A
ENST00000280706 Q6/ZM/R3/swissmodel/2_332_5w8k.1.B
ENST00000359971 Q6/ZM/Y9/swissmodel/145_447_5wjq.1.C
ENST00000445217 Q6/ZN/11/swissmodel/136_400_5v3j.1.C
ENST00000361362 Q6/ZN/57/swissmodel/155_433_5wjq.1.C
ENST00000370456 Q6/ZN/66/swissmodel/7_579_1f5n.1.A
ENST00000359286 Q6/ZN/79/swissmodel/60_299_5wjq.1.C
ENST00000314529 Q6/ZN/G0/swissmodel/116_415_5wjq.1.C
ENST00000243913 Q6/ZN/I0/swissmodel/50_406_2gam.2.A
ENST00000537858 Q6/ZN/K6/swissmodel/2_138_4ym4.1.A
ENST00000448384 Q6/ZN/Q3/swissmodel/6_285_4u08.1.A
ENST00000502986 Q6/ZQ/W0/swissmodel/29_419_4pk6.1.B
ENST00000282538 Q6/ZQ/Y3/swissmodel/30_521_6enz.1.A
ENST00000358701 Q6/ZR/P7/swissmodel/54_570_4p2l.1.A
ENST00000328199 Q6/ZS/27/swissmodel/114_411_5wjq.1.C
ENST00000342063 Q6/ZS/72/swissmodel/123_471_6ewx.1.B
ENST00000392993 Q6/ZS/86/swissmodel/20_520_3g25.1.A
ENST00000408973 Q6/ZS/T4/swissmodel/2_103_1jzu.1.A
ENST00000388975 Q6/ZU/15/swissmodel/35_313_4z54.1.B
ENST00000378619 Q6/ZV/70/swissmodel/2_418_3e6u.1.A
ENST00000339852 Q6/ZV/X7/swissmodel/65_274_3wso.1.A
ENST00000441065 Q6/ZW/I9/swissmodel/85_263_5hm7.1.A
ENST00000356291 Q6/ZW/K6/swissmodel/133_436_6o1g.1.A
ENST00000378802 Q6/ZW/L3/swissmodel/39_520_6c94.1.A
ENST00000607778 Q6/ZY/L4/swissmodel/1_71_2jnj.1.A
ENST00000257548 Q7/0C/Q3/swissmodel/64_502_5ohp.1.A
ENST00000500968 Q7/0E/K9/swissmodel/249_703_4fip.1.A
ENST00000532404 Q7/0E/L3/swissmodel/38_338_3n3k.1.A
ENST00000329957 Q7/0I/A6/swissmodel/10_208_5brk.1.A
ENST00000263228 Q7/12/K3/swissmodel/5_192_6nyo.1.A
ENST00000331491 Q7/1D/I3/swissmodel/30_136_1eqz.1.E
ENST00000403683 Q7/1D/I3/swissmodel/30_136_1eqz.1.E
ENST00000301071 Q7/1U/36/swissmodel/1_446_5kx5.1.A
ENST00000308153 Q7/1U/I9/swissmodel/18_121_3waa.1.C
ENST00000330964 Q7/1U/M5/swissmodel/1_84_5k0y.1.U
ENST00000324559 Q7/5V/66/swissmodel/51_874_6qpb.1.B
ENST00000314616 Q7/KZ/85/swissmodel/284_1519_6gmh.1.M
ENST00000366691 Q7/L0/Q8/swissmodel/51_227_2q3h.1.A
ENST00000369681 Q7/L1/T6/swissmodel/166_520_6mv1.1.A
ENST00000337338 Q7/L1/W4/swissmodel/15_846_6djb.1.B
ENST00000415229 Q7/L2/66/swissmodel/1_308_4pvp.1.A
ENST00000381854 Q7/L3/B6/swissmodel/55_267_5fwp.1.C
ENST00000319296 Q7/L3/S4/swissmodel/60_317_5wjq.1.C
ENST00000371279 Q7/L3/T8/swissmodel/40_472_5znj.1.A
ENST00000380527 Q7/L5/23/swissmodel/1_300_6ces.1.D
ENST00000002125 Q7/L5/92/swissmodel/39_411_5zzw.3.A
ENST00000265857 Q7/L5/D6/swissmodel/27_305_6au8.1.A
ENST00000303904 Q7/L5/N1/swissmodel/29_316_4wsn.2.F
ENST00000366695 Q7/L7/L0/swissmodel/10_122_5kgf.1.C
ENST00000284690 Q7/L7/V1/swissmodel/32_729_5d0u.1.A
ENST00000167106 Q7/L8/A9/swissmodel/58_305_6j7b.1.A
ENST00000020926 Q7/L8/C5/swissmodel/157_425_2r83.1.A
ENST00000256538 Q7/L8/W6/swissmodel/1_250_3rk1.1.A
ENST00000361113 Q7/L9/45/swissmodel/99_386_5wjq.1.C
ENST00000379992 Q7/L9/85/swissmodel/27_502_2id5.1.B
ENST00000396051 Q7/L9/L4/swissmodel/23_213_5b6b.1.C
ENST00000526991 Q7/LB/R1/swissmodel/4_199_6e8g.2.A
ENST00000354024 Q7/LD/G7/swissmodel/7_550_4l9m.1.A
ENST00000251810 Q7/LG/56/swissmodel/27_314_4djn.1.A
ENST00000370550 Q7/LG/A3/swissmodel/69_354_3f5f.1.A
ENST00000336174 Q7/RT/N6/swissmodel/60_431_2wtk.1.B
ENST00000216252 Q7/RT/V0/swissmodel/2_101_6ff4.1.0
ENST00000370989 Q7/RT/V2/swissmodel/2_222_2r3x.1.A
ENST00000442359 Q7/RT/Y3/swissmodel/4_235_3dfj.1.A
ENST00000455694 Q7/RT/Y5/swissmodel/28_270_3dfj.1.A
ENST00000399677 Q7/RT/Y9/swissmodel/55_305_3e0n.1.A
ENST00000529559 Q7/RT/Z2/swissmodel/48_372_4fip.1.A
ENST00000324695 Q7/Z2/W7/swissmodel/104_1104_6o77.1.A
ENST00000362034 Q7/Z2/W9/swissmodel/49_204_5oom.1.Q
ENST00000264883 Q7/Z3/B4/swissmodel/128_493_5ijn.1.L
ENST00000367002 Q7/Z3/Z2/swissmodel/19_153_6drf.1.A
ENST00000332271 Q7/Z3/Z3/swissmodel/103_882_5guh.1.A
ENST00000299001 Q7/Z3/Z4/swissmodel/84_852_5guh.1.A
ENST00000338270 Q7/Z4/44/swissmodel/39_203_5usj.2.A
ENST00000332884 Q7/Z4/49/swissmodel/58_544_3czh.1.A
ENST00000251636 Q7/Z4/78/swissmodel/537_1366_5vhe.1.A
ENST00000398153 Q7/Z4/H3/swissmodel/13_200_4l7w.1.A
ENST00000371763 Q7/Z4/J2/swissmodel/30_276_2jcj.1.A
ENST00000324682 Q7/Z4/L9/swissmodel/25_231_6hkw.1.A
ENST00000542188 Q7/Z4/N2/swissmodel/48_1197_6bcj.1.A
ENST00000392800 Q7/Z4/T8/swissmodel/57_441_6pxu.1.A
ENST00000306869 Q7/Z4/W1/swissmodel/1_244_1wnt.1.A
ENST00000375318 Q7/Z4/W2/swissmodel/20_147_6d9i.2.A
ENST00000426342 Q7/Z5/53/swissmodel/21_736_5oj6.1.D
ENST00000328739 Q7/Z5/L0/swissmodel/28_201_1vmo.1.A
ENST00000328546 Q7/Z5/P4/swissmodel/30_273_1yb1.1.A
ENST00000511885 Q7/Z5/Q5/swissmodel/194_859_4xvi.1.A
ENST00000376236 Q7/Z5/R6/swissmodel/27_433_6e31.1.A
ENST00000378494 Q7/Z6/24/swissmodel/61_322_4pwy.1.A
ENST00000340434 Q7/Z6/K3/swissmodel/5_400_6o60.1.A
ENST00000356628 Q7/Z6/K4/swissmodel/13_107_6py8.1.A
ENST00000391980 Q7/Z6/M4/swissmodel/83_327_4fp9.1.B
ENST00000237283 Q7/Z6/V5/swissmodel/20_173_3dh1.1.A
ENST00000307221 Q7/Z6/W7/swissmodel/1_225_6u3r.1.A
ENST00000335174 Q7/Z7/13/swissmodel/2_145_5hry.1.A
ENST00000591022 Q7/Z7/36/swissmodel/203_756_3au4.1.A
ENST00000372977 Q7/Z7/C8/swissmodel/28_229_6mzc.1.F
ENST00000290208 Q7/Z7/H8/swissmodel/29_240_6gb2.1.X
ENST00000265000 Q8/6S/F2/swissmodel/112_657_6iwq.2.A
ENST00000318357 Q8/6S/G2/swissmodel/108_302_5lel.1.A
ENST00000368729 Q8/6S/G5/swissmodel/2_97_4aqj.1.A
ENST00000333017 Q8/6S/G7/swissmodel/39_212_1gbs.1.A
ENST00000266581 Q8/6S/J2/swissmodel/41_388_2xot.1.B
ENST00000319540 Q8/6S/K9/swissmodel/46_329_4ymk.1.A
ENST00000360009 Q8/6S/Q9/swissmodel/10_257_6ime.1.A
ENST00000297107 Q8/6S/R1/swissmodel/68_603_2d7r.1.A
ENST00000330149 Q8/6S/Z2/swissmodel/2_157_2cfh.1.B
ENST00000262244 Q8/6T/A1/swissmodel/12_215_5brk.1.A
ENST00000262960 Q8/6T/I2/swissmodel/24_863_6eoo.1.A
ENST00000334493 Q8/6T/I4/swissmodel/5_342_6g6m.1.A
ENST00000309469 Q8/6T/L0/swissmodel/90_454_2d1i.1.A
ENST00000327968 Q8/6T/M3/swissmodel/170_607_4lk2.1.A
ENST00000355151 Q8/6T/S9/swissmodel/23_115_5aj4.73.A
ENST00000331768 Q8/6T/U7/swissmodel/21_503_6mbk.1.B
ENST00000328459 Q8/6T/V6/swissmodel/8_843_6bq1.1.B
ENST00000311148 Q8/6T/X2/swissmodel/1_410_3hlk.1.A
ENST00000551177 Q8/6U/10/swissmodel/7_364_4r8k.1.A
ENST00000334708 Q8/6U/17/swissmodel/45_421_4x30.1.A
ENST00000355765 Q8/6U/A1/swissmodel/76_604_6g70.1.A
ENST00000295057 Q8/6U/E6/swissmodel/39_363_5z8y.1.A
ENST00000331238 Q8/6U/N2/swissmodel/25_304_4p8s.1.A
ENST00000354698 Q8/6U/Q0/swissmodel/81_363_5v3j.1.C
ENST00000298630 Q8/6U/X6/swissmodel/84_442_4fr4.1.A
ENST00000377793 Q8/6U/Y6/swissmodel/25_220_4u9v.1.A
ENST00000316519 Q8/6V/21/swissmodel/15_669_4wd1.1.A
ENST00000357103 Q8/6V/24/swissmodel/99_380_5lx9.1.A
ENST00000366965 Q8/6V/25/swissmodel/49_298_6j4s.1.A
ENST00000360612 Q8/6V/86/swissmodel/35_309_2j2i.1.A
ENST00000288087 Q8/6V/88/swissmodel/1_161_2wm8.1.A
ENST00000545606 Q8/6V/P6/swissmodel/4_1216_4a0c.1.A
ENST00000372538 Q8/6V/U5/swissmodel/44_262_2avd.1.A
ENST00000381297 Q8/6V/Z1/swissmodel/18_308_5ndd.1.A
ENST00000330689 Q8/6V/Z2/swissmodel/29_329_4cy3.1.A
ENST00000334194 Q8/6W/10/swissmodel/35_504_6c94.1.A
ENST00000380379 Q8/6W/A6/swissmodel/38_291_2ocg.1.A
ENST00000285737 Q8/6W/A8/swissmodel/268_837_4ypl.1.F
ENST00000330261 Q8/6W/C6/swissmodel/29_153_5lea.1.A
ENST00000337425 Q8/6W/D7/swissmodel/42_416_4x30.1.A
ENST00000369864 Q8/6W/K6/swissmodel/29_364_2xot.1.B
ENST00000448696 Q8/6W/N2/swissmodel/22_188_1au1.1.A
ENST00000398458 Q8/6W/S5/swissmodel/62_326_1z8g.1.A
ENST00000355689 Q8/6W/T1/swissmodel/9_660_4uzy.1.A
ENST00000397640 Q8/6W/V5/swissmodel/2_119_4joi.2.B
ENST00000330794 Q8/6W/V6/swissmodel/4_336_6nt5.1.A
ENST00000301981 Q8/6X/40/swissmodel/10_277_4u08.1.A
ENST00000357321 Q8/6X/67/swissmodel/31_344_6o3p.1.A
ENST00000368009 Q8/6X/76/swissmodel/46_320_4h5u.2.B
ENST00000341249 Q8/6X/A0/swissmodel/3_169_4lec.1.A
ENST00000318063 Q8/6X/E3/swissmodel/135_503_6agi.1.B
ENST00000370646 Q8/6X/E5/swissmodel/32_327_3s5o.1.A
ENST00000394221 Q8/6X/F0/swissmodel/2_187_2w3m.2.A
ENST00000314228 Q8/6X/F7/swissmodel/55_238_5v3j.1.C
ENST00000290472 Q8/6X/P0/swissmodel/16_807_5iz5.1.A
ENST00000334289 Q8/6X/S5/swissmodel/59_383_1m1j.1.B
ENST00000435505 Q8/6Y/07/swissmodel/14_328_5uu1.1.A
ENST00000261381 Q8/6Y/38/swissmodel/252_959_6ej7.1.A
ENST00000418389 Q8/6Y/39/swissmodel/2_141_5xtc.1.D
ENST00000419060 Q8/6Y/79/swissmodel/29_205_3kk0.1.A
ENST00000371522 Q8/6Y/B7/swissmodel/29_292_2zqr.1.A
ENST00000354619 Q8/6Y/B8/swissmodel/34_464_3ahr.1.A
ENST00000327581 Q8/6Y/G4/swissmodel/2_413_6fxh.1.A
ENST00000324166 Q8/6Y/J6/swissmodel/1_470_1kl7.1.A
ENST00000315150 Q8/6Y/S6/swissmodel/15_186_2hup.1.A
ENST00000274643 Q8/6Y/V6/swissmodel/80_373_2x4f.1.A
ENST00000266505 Q8/6Y/W0/swissmodel/4_607_3qr1.1.A
ENST00000257408 Q8/6Z/14/swissmodel/53_968_5van.1.A
ENST00000333625 Q8/IU/54/swissmodel/34_191_3hhc.2.A
ENST00000392825 Q8/IU/C8/swissmodel/39_554_6iwq.2.A
ENST00000331128 Q8/IU/E6/swissmodel/13_121_2pyo.1.I
ENST00000259199 Q8/IU/F1/swissmodel/40_378_1nij.1.A
ENST00000333396 Q8/IU/F8/swissmodel/30_465_4bxf.1.A
ENST00000269503 Q8/IU/K8/swissmodel/89_224_5h49.1.A
ENST00000519846 Q8/IU/Q0/swissmodel/27_288_3hy5.1.A
ENST00000356721 Q8/IU/Q4/swissmodel/91_282_4i7b.1.A
ENST00000317378 Q8/IU/R0/swissmodel/22_188_2j3w.1.C
ENST00000370383 Q8/IU/S5/swissmodel/59_359_5ai0.1.A
ENST00000308521 Q8/IU/X4/swissmodel/110_373_6bwy.3.B
ENST00000308158 Q8/IU/Z5/swissmodel/10_436_5g4i.1.A
ENST00000393946 Q8/IV/01/swissmodel/151_420_3hn8.1.A
ENST00000312390 Q8/IV/04/swissmodel/64_344_3hzj.3.A
ENST00000403687 Q8/IV/61/swissmodel/6_546_4l9m.1.A
ENST00000599538 Q8/IV/63/swissmodel/141_472_2jii.1.A
ENST00000379936 Q8/IV/77/swissmodel/23_475_5h3o.1.A
ENST00000306910 Q8/IV/C4/swissmodel/130_405_5v3m.1.C
ENST00000272852 Q8/IV/L8/swissmodel/1_347_3d66.1.A
ENST00000282282 Q8/IV/P9/swissmodel/84_375_5wjq.1.C
ENST00000290429 Q8/IV/S2/swissmodel/60_375_2c2n.1.A
ENST00000436784 Q8/IV/S8/swissmodel/32_522_1x3l.1.A
ENST00000268719 Q8/IV/V7/swissmodel/116_300_6ccr.1.A
ENST00000450673 Q8/IV/W1/swissmodel/15_154_3doe.1.A
ENST00000336125 Q8/IV/W1/swissmodel/15_154_3doe.1.A
ENST00000400405 Q8/IW/03/swissmodel/85_259_5h9m.1.B
ENST00000309957 Q8/IW/45/swissmodel/48_345_6efw.1.A
ENST00000341228 Q8/IW/75/swissmodel/40_412_5ei0.1.A
ENST00000535456 Q8/IW/92/swissmodel/45_631_4mad.1.A
ENST00000216027 Q8/IW/L3/swissmodel/39_235_3bvo.1.A
ENST00000259324 Q8/IW/T6/swissmodel/15_802_6djb.1.B
ENST00000333850 Q8/IW/U9/swissmodel/49_483_5fgj.1.A
ENST00000396623 Q8/IW/W8/swissmodel/44_464_5yvr.1.A
ENST00000268876 Q8/IW/X7/swissmodel/4_915_4i2w.1.A
ENST00000417545 Q8/IW/Z4/swissmodel/1_130_5olm.1.A
ENST00000396197 Q8/IX/04/swissmodel/171_471_3dl2.1.A
ENST00000251241 Q8/IX/18/swissmodel/26_695_6fac.1.A
ENST00000264065 Q8/IX/B1/swissmodel/33_783_5ayl.1.A
ENST00000315082 Q8/IX/I1/swissmodel/182_579_5ksz.1.A
ENST00000358365 Q8/IX/I2/swissmodel/182_582_5ksz.1.A
ENST00000249396 Q8/IX/J6/swissmodel/34_355_1j8f.1.A
ENST00000375011 Q8/IX/K2/swissmodel/51_581_6pxu.1.A
ENST00000313766 Q8/IX/L6/swissmodel/159_575_5yh3.1.B
ENST00000355192 Q8/IX/L7/swissmodel/36_171_2k8d.1.A
ENST00000371443 Q8/IX/M3/swissmodel/15_137_5oom.1.6
ENST00000308736 Q8/IY/37/swissmodel/236_1155_6o16.1.A
ENST00000512796 Q8/IY/84/swissmodel/70_402_4red.1.B
ENST00000325385 Q8/IY/B7/swissmodel/46_855_5g06.1.J
ENST00000359655 Q8/IY/B8/swissmodel/58_689_3rc3.1.A
ENST00000340438 Q8/IY/D1/swissmodel/198_625_3j5y.1.B
ENST00000268231 Q8/IY/M1/swissmodel/48_319_6mqb.1.A
ENST00000552471 Q8/IY/P2/swissmodel/23_241_4wxv.1.A
ENST00000524413 Q8/IY/Q7/swissmodel/226_741_1kl7.1.A
ENST00000275072 Q8/IY/S1/swissmodel/24_427_3ram.1.A
ENST00000382374 Q8/IY/U8/swissmodel/79_429_6eaz.1.A
ENST00000332955 Q8/IY/V9/swissmodel/22_254_5jkc.1.A
ENST00000421025 Q8/IY/X0/swissmodel/113_403_5wjq.1.C
ENST00000293350 Q8/IZ/83/swissmodel/22_802_6mvu.1.A
ENST00000592502 Q8/IZ/C7/swissmodel/101_389_5v3m.1.C
ENST00000264951 Q8/IZ/H2/swissmodel/3_1179_3pie.3.A
ENST00000413851 Q8/IZ/I9/swissmodel/37_196_3hhc.2.A
ENST00000331982 Q8/IZ/J0/swissmodel/41_200_3hhc.2.A
ENST00000290691 Q8/IZ/J4/swissmodel/1_472_5cm8.1.A
ENST00000370608 Q8/IZ/K6/swissmodel/38_531_5w3s.1.A
ENST00000325303 Q8/IZ/L9/swissmodel/2_327_4zsl.1.A
ENST00000376705 Q8/IZ/P7/swissmodel/126_424_5t03.1.A
ENST00000312719 Q8/IZ/T8/swissmodel/88_346_3bd9.1.A
ENST00000327220 Q8/IZ/U0/swissmodel/53_185_4cpc.1.C
ENST00000543214 Q8/IZ/U1/swissmodel/118_331_4cpc.1.C
ENST00000392927 Q8/IZ/U3/swissmodel/70_224_4cpc.1.C
ENST00000240285 Q8/IZ/V5/swissmodel/36_314_5ig2.1.A
ENST00000382114 Q8/N0/V4/swissmodel/35_539_5y31.1.B
ENST00000379597 Q8/N0/V5/swissmodel/46_390_2gak.1.A
ENST00000381095 Q8/N0/W4/swissmodel/41_599_2wqz.2.A
ENST00000458128 Q8/N0/Y7/swissmodel/2_243_4gpz.1.A
ENST00000258821 Q8/N0/Z6/swissmodel/1_429_4abn.2.A
ENST00000379031 Q8/N0/Z8/swissmodel/13_284_1vs3.1.B
ENST00000335479 Q8/N1/04/swissmodel/21_65_2lwl.1.A
ENST00000335186 Q8/N1/04/swissmodel/21_65_2lwl.1.A
ENST00000371901 Q8/N1/18/swissmodel/37_506_6c93.1.A
ENST00000368808 Q8/N1/19/swissmodel/85_482_1su3.2.A
ENST00000306801 Q8/N1/22/swissmodel/18_1331_6bcu.1.C
ENST00000310123 Q8/N1/35/swissmodel/26_531_5y31.1.B
ENST00000332972 Q8/N1/42/swissmodel/27_457_1iwe.1.B
ENST00000578689 Q8/N1/44/swissmodel/2_212_6mhq.1.A
ENST00000306317 Q8/N1/45/swissmodel/48_542_5y31.1.B
ENST00000251377 Q8/N1/49/swissmodel/27_396_6aed.1.A
ENST00000292377 Q8/N1/58/swissmodel/29_489_4ywt.2.A
ENST00000295452 Q8/N1/C3/swissmodel/63_465_6hug.1.C
ENST00000409448 Q8/N1/E2/swissmodel/24_194_1gbs.1.A
ENST00000339235 Q8/N1/E6/swissmodel/8_385_6o60.1.C
ENST00000321764 Q8/N1/Q1/swissmodel/1_262_3d0n.2.A
ENST00000368817 Q8/N1/Q8/swissmodel/52_247_4ae7.1.A
ENST00000321560 Q8/N2/A8/swissmodel/40_212_4ggj.1.A
ENST00000320740 Q8/N2/H9/swissmodel/40_328_3egb.1.A
ENST00000373129 Q8/N2/I9/swissmodel/30_336_5l2q.4.A
ENST00000457714 Q8/N2/Q7/swissmodel/53_653_3be8.1.A
ENST00000372521 Q8/N3/00/swissmodel/18_61_6j4p.1.B
ENST00000282541 Q8/N3/35/swissmodel/4_346_2pla.1.A
ENST00000379818 Q8/N3/39/swissmodel/1_61_4mt2.1.A
ENST00000369162 Q8/N3/C0/swissmodel/64_2180_5m52.1.A
ENST00000608933 Q8/N3/J5/swissmodel/90_349_4da1.1.A
ENST00000405615 Q8/N3/J6/swissmodel/25_319_5zo2.1.B
ENST00000539644 Q8/N3/J9/swissmodel/2_260_5v3j.1.C
ENST00000261681 Q8/N3/R9/swissmodel/244_675_4wsi.1.A
ENST00000339732 Q8/N3/T1/swissmodel/144_634_6pxu.1.A
ENST00000218089 Q8/N3/U4/swissmodel/83_1048_4pjw.1.A
ENST00000303749 Q8/N3/Y7/swissmodel/34_281_1yb1.1.A
ENST00000383678 Q8/N3/Z3/swissmodel/92_281_1sul.2.A
ENST00000391749 Q8/N4/23/swissmodel/27_418_6aed.1.A
ENST00000337827 Q8/N4/28/swissmodel/65_557_4d0t.2.A
ENST00000281543 Q8/N4/42/swissmodel/67_663_5j8b.1.w
ENST00000374160 Q8/N4/56/swissmodel/30_238_4u09.1.A
ENST00000220772 Q8/N4/74/swissmodel/56_306_5xgp.1.A
ENST00000273077 Q8/N4/90/swissmodel/119_384_1qh5.1.A
ENST00000529983 Q8/N4/A0/swissmodel/58_578_6h0b.2.A
ENST00000315099 Q8/N4/C7/swissmodel/2_265_3c98.1.B
ENST00000321339 Q8/N4/E7/swissmodel/66_235_1r03.1.A
ENST00000320767 Q8/N4/G2/swissmodel/2_176_1e0s.1.A
ENST00000376834 Q8/N4/J0/swissmodel/65_409_5yf0.1.B
ENST00000408939 Q8/N4/P2/swissmodel/9_660_4uzy.1.A
ENST00000330334 Q8/N4/P3/swissmodel/2_179_3nr1.1.A
ENST00000322342 Q8/N4/Q0/swissmodel/29_371_2x7h.1.A
ENST00000297770 Q8/N4/T0/swissmodel/37_436_3dgv.3.A
ENST00000306193 Q8/N4/T8/swissmodel/1_237_4cqm.1.B
