transcript,gene,bp,all,syn,mis,non,splice_site,frameshift,,,
NM_004771,MMP20,1452,-4.6821,-5.2195,-4.8590,-6.2918,-6.3987,-6.0363,,,
NM_024662,NAT10,3078,-4.3397,-4.9054,-4.5181,-5.7590,-5.9176,-5.7100,,,
NM_001077639,FAM55D,1635,-4.7191,-5.2851,-4.8866,-6.1313,-6.7657,-5.9848,,,
NM_006637,OR5I1,945,-4.9262,-5.4592,-5.0922,-6.6059,-7.7614,-6.2229,,,
NM_153450,MED19,585,-5.2722,-5.8493,-5.4281,-7.1362,-6.9548,-6.4312,,,
NM_138342,GLB1L2,1911,-4.4924,-5.0191,-4.6833,-6.0311,-6.0313,-5.9171,,,
NM_018362,LIN7C,594,-5.0661,-5.6571,-5.2434,-6.3144,-6.7481,-6.4245,,,
NM_024678,NARS2,1434,-4.7022,-5.3037,-4.8720,-6.0482,-6.2714,-6.0418,,,
NM_030906,STK33,1545,-4.7716,-5.3462,-4.9465,-6.1878,-6.3559,-6.0094,,,
NM_175732,PTPMT1,606,-4.9812,-5.4946,-5.1647,-6.6287,-6.8708,-6.4158,,,
NM_000932,PLCB3,3705,-4.1708,-4.6999,-4.3518,-5.8126,-5.8206,-5.6295,,,
NM_176875,CCKBR,1344,-4.4994,-5.0179,-4.6826,-5.9562,-6.7419,-6.0699,,,
NM_032427,MAML2,3471,-4.4295,-4.9868,-4.6003,-5.7500,NA,-5.6579,,,
NM_014555,TRPM5,3498,-4.2399,-4.7414,-4.4270,-5.9081,-6.1233,-5.6545,,,
NM_006876,B3GNT1,1248,-4.5586,-5.0315,-4.7576,-6.1008,-7.3390,-6.1021,,,
NM_001135635,C11orf68,882,-4.8278,-5.3795,-4.9868,-6.4359,NA,-6.2528,,,
NM_024684,C11orf67,369,-5.3601,-5.9916,-5.5255,-6.6007,-7.0443,-6.6313,,,
NM_152587,C11orf65,942,-4.9741,-5.5931,-5.1394,-6.3110,-6.5240,-6.2243,,,
NM_004356,CD81,711,-4.8888,-5.3520,-5.1011,-6.6742,-6.4976,-6.3464,,,
NM_002231,CD82,804,-4.8258,-5.3136,-5.0385,-6.3266,-6.3612,-6.2931,,,
NM_022918,TMEM135,1377,-4.7657,-5.3488,-4.9407,-6.2375,-6.2131,-6.0594,,,
NM_022061,MRPL17,528,-4.9555,-5.5264,-5.1129,-6.5375,-7.0576,-6.4757,,,
NM_001004758,OR51S1,972,-4.9272,-5.4872,-5.0909,-6.3806,-7.6748,-6.2106,,,
NM_207577,MAP6,1320,-4.9742,-5.4495,-5.1679,-6.7169,-7.1827,-6.0777,,,
NM_004451,ESRRA,1272,-4.6633,-5.1952,-4.8369,-6.2526,-6.7015,-6.0938,,,
NM_001101389,CLDN25,690,-5.0449,-5.5947,-5.2135,-6.4681,NA,-6.3595,,,
NM_001360,DHCR7,1428,-4.5335,-5.0172,-4.7282,-6.1632,-6.5704,-6.0436,,,
NM_012175,FBXO3,1416,-4.6748,-5.2615,-4.8557,-5.8942,-6.3640,-6.0472,,,
NM_001085458,CTNND1,2907,-4.3407,-4.9496,-4.4855,-5.7712,NA,-5.7349,,,
NM_025004,CCDC15,2856,-4.5046,-5.0831,-4.6737,-5.7416,NA,-5.7426,,,
NM_152991,EED,1203,-4.7923,-5.3515,-4.9795,-6.1273,-6.3575,-6.1180,,,
NM_003477,PDHX,1506,-4.6592,-5.2388,-4.8296,-6.0564,-6.3554,-6.0205,,,
NM_016147,PPME1,1161,-4.8087,-5.4000,-4.9668,-6.1322,NA,-6.1335,,,
NM_015213,DENND5A,3864,-4.2683,-4.8340,-4.4417,-5.7238,-5.9262,-5.6113,,,
NM_198947,FAM111B,2205,-4.5709,-5.1530,-4.7343,-5.8774,-7.3645,-5.8549,,,
NM_178570,RTN4RL2,1263,-4.5771,-5.0416,-4.7817,-6.1098,-7.1818,-6.0969,,,
NM_003105,SORL1,6645,-3.9858,-4.5204,-4.1728,-5.4409,-5.6315,-5.3758,,,
NM_001005186,OR6Q1,954,-4.9314,-5.5163,-5.0878,-6.3426,-7.6415,-6.2188,,,
NM_006591,POLD3,1401,-4.7498,-5.3041,-4.9506,-6.0579,-6.1394,-6.0519,,,
NM_021173,POLD4,324,-5.2242,-5.7712,-5.4004,-6.7839,-6.9649,-6.6878,,,
NM_015516,TSKU,1062,-4.6878,-5.1686,-4.8720,-6.5052,NA,-6.1722,,,
NM_173801,PLAC1L,477,-5.2118,-5.7595,-5.3879,-6.8163,-6.8674,-6.5198,,,
NM_000510,FSHB,390,-5.3070,-5.8758,-5.4805,-6.6419,-7.3456,-6.6072,,,
NM_025208,PDGFD,1113,-4.7610,-5.3404,-4.9389,-6.0115,-6.5735,-6.1518,,,
NM_001199206,FOLR4,753,-4.9704,-5.5417,-5.1380,-6.2702,NA,-6.3215,,,
NM_001005162,OR52B6,1008,-4.8936,-5.4499,-5.0516,-6.5201,-7.5912,-6.1949,,,
NM_015531,C2CD3,5892,-4.1338,-4.7125,-4.3048,-5.4954,-5.8788,-5.4280,,,
NM_006597,HSPA8,1941,-4.5806,-5.1937,-4.7304,-6.0288,-6.5079,-5.9103,,,
NM_016146,TRAPPC4,660,-4.9541,-5.4834,-5.1504,-6.3653,-6.5221,-6.3788,,,
NM_033036,GAL3ST3,1296,-4.5906,-5.0515,-4.7833,-6.5615,-7.3662,-6.0857,,,
NM_001243571,MTMR2,1716,-4.6554,-5.2900,-4.8329,-5.7600,-6.2760,-5.9638,,,
NM_032564,DGAT2,1167,-4.7237,-5.2817,-4.9046,-6.0580,-6.5006,-6.1312,,,
NM_001004745,OR5T1,981,-4.9681,-5.5324,-5.1230,-6.5976,-7.8439,-6.2066,,,
NM_001004746,OR5T2,1080,-4.9144,-5.4727,-5.0696,-6.6130,-7.5487,-6.1649,,,
NM_003658,BARX2,840,-4.8078,-5.3161,-4.9973,-6.2764,-6.8717,-6.2740,,,
NM_001612,ACRV1,798,-5.0050,-5.5540,-5.1864,-6.3707,-6.8637,-6.2963,,,
NM_182612,PDDC1,663,-4.8745,-5.3469,-5.0760,-6.8291,-6.5457,-6.3768,,,
NM_018039,KDM4D,1572,-4.6395,-5.2469,-4.7848,-6.0852,-7.6673,-6.0019,,,
NM_002457,MUC2,8442,-3.8139,-4.2709,-4.0155,-5.5057,-6.5870,-5.2719,,,
NM_206927,SYTL2,3819,-4.3643,-4.9323,-4.5315,-5.8385,-6.1878,-5.6164,,,
NM_001004757,OR51Q1,954,-4.8806,-5.4606,-5.0342,-6.3863,-7.6155,-6.2188,,,
NM_032871,RELT,1293,-4.6247,-5.1575,-4.8048,-6.1525,-6.4219,-6.0867,,,
NM_021975,RELA,1656,-4.5483,-5.1158,-4.7168,-6.0553,-6.2649,-5.9793,,,
NM_001003819,TRIM6-TRIM34,2529,-4.4948,-5.0942,-4.6669,-5.7376,-6.2378,-5.7954,,,
NM_006512,SAA4,393,-5.2273,-5.8122,-5.3863,-6.7775,-7.0442,-6.6039,,,
NM_000612,IGF2,543,-4.8707,-5.3979,-5.0353,-6.8513,-7.0591,-6.4635,,,
NM_015157,PHLDB1,4134,-4.1375,-4.7274,-4.2934,-5.6414,-6.0259,-5.5819,,,
NM_015159,FAM168A,708,-4.9288,-5.4097,-5.1373,-6.4403,-6.6558,-6.3483,,,
NM_001004,RPLP2,348,-5.2214,-5.7069,-5.4170,-7.1838,-6.8661,-6.6567,,,
NM_031275,TEX12,372,-5.3980,-5.9651,-5.5904,-6.7173,-6.8657,-6.6278,,,
NM_014174,THYN1,678,-5.0457,-5.6890,-5.1935,-6.5777,-6.5677,-6.3671,,,
NM_005512,LRRC32,1989,-4.4716,-4.9802,-4.6462,-6.1862,-7.3554,-5.8997,,,
NM_000482,APOA4,1191,-4.6465,-5.1334,-4.8420,-6.1458,-7.0467,-6.1224,,,
NM_001194997,CARS,2430,-4.3883,-4.9043,-4.5792,-5.9656,-6.0090,-5.8127,,,
NM_001005496,OR5D16,987,-4.9347,-5.4620,-5.1073,-6.4947,-7.7122,-6.2040,,,
NM_006278,ST3GAL4,990,-4.7861,-5.3381,-4.9599,-6.3901,-6.4227,-6.2027,,,
NM_145886,PIDD,2733,-4.3095,-4.8429,-4.4826,-5.9325,-6.2406,-5.7617,,,
NM_001142685,ARHGAP32,6264,-4.0620,-4.6145,-4.2297,-5.5294,-6.3100,-5.4015,,,
NM_006691,LYVE1,969,-4.9152,-5.4734,-5.0919,-6.3415,-6.6500,-6.2120,,,
NM_178507,OAF,822,-4.8609,-5.3779,-5.0381,-6.5628,-6.8741,-6.2834,,,
NM_031492,RBM4B,1080,-4.7176,-5.2908,-4.8769,-6.1505,-7.3578,-6.1649,,,
NM_016582,SLC15A3,1746,-4.6377,-5.1372,-4.8274,-6.2622,-6.5358,-5.9563,,,
NM_001005198,OR8G5,1041,-4.9015,-5.4293,-5.0674,-6.6245,NA,-6.1809,,,
NM_018259,TTC17,3426,-4.3240,-4.8935,-4.5022,-5.6687,-5.9914,-5.6635,,,
NM_017868,TTC12,2118,-4.5443,-5.0856,-4.7345,-5.9922,-6.0557,-5.8724,,,
NM_002315,LMO1,471,-5.0823,-5.6110,-5.2546,-6.6097,NA,-6.5253,,,
NM_005574,LMO2,684,-5.0863,-5.6365,-5.2532,-6.6641,-7.1877,-6.3633,,,
NM_001114122,CHEK1,1431,-4.7714,-5.3925,-4.9343,-6.1362,-6.3141,-6.0427,,,
NM_000280,PAX6,1269,-4.6674,-5.1938,-4.8685,-5.9822,-6.2854,-6.0949,,,
NM_006906,PTPN5,1698,-4.5394,-5.0436,-4.7345,-6.0515,-6.3063,-5.9684,,,
NM_006169,NNMT,795,-4.9458,-5.4324,-5.1397,-6.5647,-7.0511,-6.2979,,,
NM_024783,AGBL2,2709,-4.5007,-5.0978,-4.6748,-5.7667,-6.1486,-5.7655,,,
NM_004041,ARRB1,1257,-4.6515,-5.1572,-4.8424,-6.4082,-6.2535,-6.0990,,,
NM_198075,LRRC56,1629,-4.6056,-5.1617,-4.7752,-6.1347,-6.4188,-5.9864,,,
NM_148976,PSMA1,810,-4.9665,-5.5956,-5.1306,-6.3382,-6.4097,-6.2898,,,
NM_012139,SERGEF,1377,-4.7754,-5.3162,-4.9728,-6.0681,-6.3788,-6.0594,,,
NM_153767,KCNJ1,1119,-4.8388,-5.4224,-4.9926,-6.2979,-7.6554,-6.1495,,,
NM_004813,PEX16,1011,-4.7432,-5.2657,-4.9340,-6.2510,-6.3813,-6.1936,,,
NM_032592,ACCS,1506,-4.6546,-5.2393,-4.8170,-6.2608,-6.2332,-6.0205,,,
NM_001135054,SIGIRR,1233,-4.6026,-5.0913,-4.8009,-6.1440,-6.5102,-6.1073,,,
NM_001079807,PGA3,1167,-4.6710,-5.1468,-4.8808,-6.3600,-6.2264,-6.1312,,,
NM_001079808,PGA4,1167,-4.6673,-5.1414,-4.8779,-6.3582,-6.2266,-6.1312,,,
NM_014224,PGA5,1167,-4.6702,-5.1450,-4.8803,-6.3697,-6.2263,-6.1312,,,
NM_001145399,MPPED2,834,-4.9324,-5.4714,-5.1177,-6.3314,-6.6988,-6.2771,,,
NM_022338,C11orf24,1350,-4.6640,-5.1578,-4.8460,-6.5413,-6.7876,-6.0680,,,
NM_030981,RAB1B,606,-4.9287,-5.4290,-5.1276,-6.5734,-6.4955,-6.4158,,,
NM_020644,TMEM9B,597,-5.0502,-5.6364,-5.2158,-6.4589,-6.8116,-6.4223,,,
NM_003139,SRPR,1917,-4.5002,-5.0826,-4.6538,-6.2587,-6.2354,-5.9157,,,
NM_016090,RBM7,801,-4.9514,-5.5195,-5.1224,-6.3731,-6.7498,-6.2947,,,
NM_000315,PTH,348,-5.3833,-5.9769,-5.5477,-6.7255,-7.3775,-6.6567,,,
NM_000317,PTS,438,-5.3151,-5.8714,-5.5150,-6.7204,-6.6492,-6.5568,,,
NM_170739,MRPL11,546,-5.0141,-5.5727,-5.1741,-6.9558,-6.7560,-6.4611,,,
NM_017840,MRPL16,756,-4.9027,-5.5425,-5.0447,-6.3314,-6.8787,-6.3198,,,
NM_018320,RNF121,984,-4.8638,-5.4466,-5.0461,-6.1865,-6.3603,-6.2053,,,
NM_181721,FOXR1,879,-4.8748,-5.4910,-5.0319,-6.2160,-6.6993,-6.2543,,,
NM_002458,MUC5B,17289,-3.5208,-3.9921,-3.7100,-5.3354,-7.9307,-4.9605,,,
NM_003355,UCP2,930,-4.7957,-5.3979,-4.9646,-6.1011,-6.4621,-6.2298,,,
NM_004561,OVOL1,804,-4.7764,-5.2706,-4.9676,-6.3557,-6.8673,-6.2931,,,
NM_002559,P2RX3,1194,-4.6888,-5.2080,-4.8779,-6.3383,-6.2552,-6.1213,,,
NM_000852,GSTP1,633,-4.9593,-5.4531,-5.1703,-6.4986,-6.4358,-6.3969,,,
NM_016506,KBTBD4,1557,-4.6380,-5.2075,-4.7999,-6.0663,-7.0528,-6.0060,,,
NM_001005210,LRRC55,1026,-4.7796,-5.3098,-4.9549,-6.2592,-7.3520,-6.1872,,,
NM_003002,SDHD,480,-5.1588,-5.6885,-5.3650,-6.3755,-6.8821,-6.5171,,,
NM_001142699,DLG2,2928,-4.4044,-4.9763,-4.5905,-5.7078,-5.9240,-5.7317,,,
NM_031433,MFRP,1740,-4.5834,-5.1099,-4.7717,-6.1238,-6.1880,-5.9578,,,
NM_016578,RSF1,4326,-4.2891,-4.9075,-4.4502,-5.5356,-6.2027,-5.5622,,,
NM_020896,OSBPL5,2640,-4.3131,-4.7903,-4.5181,-5.9392,-6.0383,-5.7767,,,
NM_001277,CHKA,1374,-4.7470,-5.2866,-4.9388,-6.1419,-6.3191,-6.0603,,,
NM_005456,MAPK8IP1,2136,-4.4767,-4.9784,-4.6691,-5.9939,-6.4004,-5.8687,,,
NM_181807,DCDC1,1065,-4.9062,-5.4762,-5.0843,-6.2627,-6.5730,-6.1710,,,
NM_001080441,TTC36,570,-5.3606,-5.9526,-5.5443,-6.4973,-7.1527,-6.4424,,,
NM_001004326,SLC22A20,1050,-4.8703,-5.3611,-5.0579,-6.4255,NA,-6.1771,,,
NM_199352,SLC22A25,1644,-4.6851,-5.2752,-4.8468,-6.1374,-6.4460,-5.9824,,,
NM_001122955,BSCL2,1389,-4.7015,-5.2502,-4.8894,-6.0269,-6.3886,-6.0556,,,
NM_001008391,CCDC73,3240,-4.4722,-5.0534,-4.6421,-5.8539,-6.1839,-5.6878,,,
NM_004398,DDX10,2628,-4.4645,-5.0466,-4.6356,-5.8455,-6.1234,-5.7787,,,
NM_031217,KIF18A,2697,-4.4722,-5.0755,-4.6377,-5.8195,-6.1185,-5.7674,,,
NM_003700,OR2D2,927,-4.9492,-5.5173,-5.1106,-6.3929,-7.6756,-6.2312,,,
NM_001004684,OR2D3,993,-4.9419,-5.5152,-5.1000,-6.4152,-7.5620,-6.2014,,,
NM_006360,EIF3M,1125,-4.8392,-5.4008,-5.0245,-6.2256,-6.3555,-6.1472,,,
NM_003754,EIF3F,1074,-4.6844,-5.1527,-4.8921,-6.3120,-6.4987,-6.1673,,,
NM_003824,FADD,627,-4.8416,-5.3121,-5.0319,-6.7097,-7.7142,-6.4010,,,
NM_001037558,HEPN1,267,-5.4880,-6.0628,-5.6538,-6.8974,-7.7648,-6.7718,,,
NM_138689,PPP1R14B,444,-5.1185,-5.6440,-5.2955,-6.9198,-6.8693,-6.5509,,,
NM_001004489,OR2AG1,951,-4.9444,-5.4890,-5.1043,-6.6747,-7.6056,-6.2201,,,
NM_032424,MSANTD4,1038,-4.8588,-5.4619,-5.0345,-5.9636,-7.3659,-6.1821,,,
NM_138775,ALKBH8,1995,-5.1110,-5.6873,-5.2848,-6.5523,-6.6573,-5.8984,,,
NM_001004463,OR10G7,936,-4.8359,-5.3098,-5.0254,-6.6554,-7.9534,-6.2270,,,
NM_001004462,OR10G4,936,-4.8708,-5.3794,-5.0437,-6.6934,-7.6201,-6.2270,,,
NM_001001953,OR10G9,936,-4.8713,-5.3610,-5.0542,-6.6547,-7.6201,-6.2270,,,
NM_001004464,OR10G8,936,-4.8685,-5.3607,-5.0504,-6.6520,-7.6374,-6.2270,,,
NM_198275,MPZL3,708,-4.9899,-5.5691,-5.1538,-6.5473,-6.6645,-6.3483,,,
NM_001242607,NCAM1,2655,-4.3726,-4.8505,-4.5704,-5.8716,-7.4278,-5.7749,,,
NM_014619,GRIK4,2871,-4.3269,-4.8401,-4.5113,-5.9629,-6.1320,-5.7403,,,
NM_001039656,MTL5,921,-4.7617,-5.1739,-4.9939,-6.5450,-6.7649,-6.2341,,,
NM_016422,RNF141,693,-5.0458,-5.6476,-5.2136,-6.3676,-6.7541,-6.3576,,,
NM_001184975,PACSIN3,1275,-4.5767,-5.1289,-4.7470,-6.1030,-6.4472,-6.0928,,,
NM_001005194,OR8A1,981,-4.8812,-5.3911,-5.0567,-6.5857,-7.5723,-6.2066,,,
NM_001004137,OR52M1,954,-4.8752,-5.4547,-5.0274,-6.4155,-7.7645,-6.2188,,,
NM_020645,NRIP3,726,-5.1333,-5.7502,-5.3008,-6.5053,-6.6147,-6.3374,,,
NM_001170881,GPR137,1041,-4.7495,-5.2802,-4.9268,-6.2809,-6.7530,-6.1809,,,
NM_001098816,ODZ4,8310,-3.9928,-4.5254,-4.1619,-5.5308,NA,-5.2787,,,
NM_004790,SLC22A6,1692,-4.5749,-5.1225,-4.7493,-6.0634,-6.4213,-5.9699,,,
NM_020376,PNPLA2,1515,-4.6251,-5.1091,-4.8151,-6.4492,-6.5760,-6.0179,,,
NM_001080407,GLB1L3,1962,-4.5634,-5.0898,-4.7436,-5.9607,-7.4058,-5.9056,,,
NM_145017,PPP1R32,1278,-4.6468,-5.1867,-4.8316,-6.0934,-6.3109,-6.0918,,,
NM_024631,MSANTD2,1524,-4.6405,-5.1545,-4.8279,-6.0612,-6.8864,-6.0153,,,
NM_014987,IGSF9B,4050,-4.0957,-4.5831,-4.2848,-5.6571,NA,-5.5909,,,
NM_181843,NUDT8,423,-5.0616,-5.5099,-5.2697,-7.0140,-7.0494,-6.5720,,,
NM_017966,VPS37C,1068,-4.8967,-5.4177,-5.0720,-6.5939,-6.8707,-6.1697,,,
NM_000543,SMPD1,1896,-4.4825,-5.0153,-4.6567,-5.9890,-6.7442,-5.9205,,,
NM_001205119,ATG13,1653,-4.6665,-5.2352,-4.8362,-6.2913,-6.2043,-5.9800,,,
NM_032873,UBASH3B,1950,-4.5022,-5.0168,-4.6970,-5.9336,-6.2502,-5.9083,,,
NM_003904,ZNF259,1380,-4.7631,-5.3482,-4.9432,-6.1675,-6.1721,-6.0584,,,
NM_016540,GPR83,1272,-4.6833,-5.1976,-4.8655,-6.2209,-6.8578,-6.0938,,,
NM_001667,ARL2,555,-4.9980,-5.5574,-5.1717,-6.4582,-6.7539,-6.4540,,,
NM_005788,PRMT3,1596,-4.6647,-5.1979,-4.8568,-6.1355,-6.1913,-5.9953,,,
NM_031307,PUS3,1446,-4.7270,-5.3728,-4.8771,-5.9460,-7.0356,-6.0381,,,
NM_152722,HEPACAM,1251,-4.8126,-5.3492,-4.9931,-6.2904,-6.6036,-6.1011,,,
NM_021201,MS4A7,723,-5.0646,-5.5966,-5.2561,-6.5194,-6.6575,-6.3392,,,
NM_023945,MS4A5,603,-5.1765,-5.7472,-5.3557,-6.5803,-6.7439,-6.4180,,,
NM_000139,MS4A2,735,-5.0884,-5.6724,-5.2580,-6.6552,-6.5656,-6.3320,,,
NM_006138,MS4A3,645,-5.1126,-5.6415,-5.3055,-6.6070,-6.6531,-6.3888,,,
NM_152866,MS4A1,894,-4.9828,-5.5434,-5.1536,-6.5465,-6.6501,-6.2470,,,
NM_003442,ZNF143,1917,-4.5782,-5.1175,-4.7606,-6.0936,-6.2133,-5.9157,,,
NM_004074,COX8A,210,-5.3038,-5.7601,-5.5053,-7.3441,-7.3663,-6.8761,,,
NM_015399,BRMS1,741,-4.9206,-5.4855,-5.1059,-6.2808,-6.4469,-6.3285,,,
NM_001243597,CDON,3864,-4.2596,-4.8061,-4.4378,-5.7057,-6.0446,-5.6113,,,
NM_182556,SLC25A45,867,-4.8063,-5.3697,-4.9749,-6.4110,-6.4626,-6.2603,,,
NM_001139443,BEST1,1815,-4.6961,-5.2039,-4.8920,-6.1780,-6.4079,-5.9394,,,
NM_014578,RHOD,633,-4.9588,-5.4694,-5.1448,-6.5770,-6.8064,-6.3969,,,
NM_153696,FOLH1B,1329,-4.8123,-5.4212,-4.9835,-6.1352,-6.3170,-6.0748,,,
NM_001003745,OR10A3,945,-4.9405,-5.4875,-5.1220,-6.2002,-7.9538,-6.2229,,,
NM_001004460,OR10A2,912,-4.9636,-5.5020,-5.1278,-6.6489,-7.6041,-6.2383,,,
NM_001004461,OR10A6,945,-4.9494,-5.5180,-5.1264,-6.1570,-7.9568,-6.2229,,,
NM_015645,C1QTNF5,732,-4.9843,-5.4265,-5.1973,-6.5948,NA,-6.3338,,,
NM_017547,FOXRED1,1461,-4.5996,-5.1352,-4.7872,-6.0433,-6.2436,-6.0337,,,
NM_052854,CREB3L1,1560,-4.6678,-5.1471,-4.8579,-6.3244,NA,-6.0052,,,
NM_018026,PACS1,2892,-4.3345,-4.8444,-4.5263,-5.9640,-5.9496,-5.7371,,,
NM_001098638,RNF169,2127,-4.6434,-5.2521,-4.7993,-5.9920,-6.6541,-5.8705,,,
NM_014155,ZBTB44,1362,-4.7340,-5.3288,-4.8952,-5.9945,NA,-6.0641,,,
NM_182904,P4HA3,1635,-4.6817,-5.2522,-4.8612,-6.0376,-6.2884,-5.9848,,,
NM_003627,SLC43A1,1680,-4.5481,-5.0620,-4.7398,-6.1555,-6.1514,-5.9730,,,
NM_001923,DDB1,3423,-4.2759,-4.8225,-4.4529,-5.8246,-5.9336,-5.6639,,,
NM_006288,THY1,486,-5.0801,-5.5851,-5.2767,-6.5026,-7.0346,-6.5117,,,
NM_001562,IL18,582,-5.2987,-5.8545,-5.4593,-6.8620,NA,-6.4334,,,
NM_001135091,MUC15,1086,-4.8903,-5.4326,-5.0638,-6.3667,-7.0464,-6.1625,,,
NM_021825,CCDC90B,765,-4.9904,-5.5946,-5.1595,-6.4259,-6.4457,-6.3147,,,
NM_001005171,OR52K1,945,-4.9060,-5.5079,-5.0465,-6.5510,-7.6026,-6.2229,,,
NM_001005172,OR52K2,945,-4.9179,-5.5032,-5.0641,-6.5600,-7.7729,-6.2229,,,
NM_004109,FDX1,555,-5.3375,-5.9440,-5.4985,-6.8004,-6.9574,-6.4540,,,
NM_153819,RASGRP2,1830,-4.4967,-5.0414,-4.6698,-6.0924,-6.2499,-5.9359,,,
NM_002425,MMP10,1431,-4.7664,-5.3154,-4.9482,-6.2226,-6.3949,-6.0427,,,
NM_004470,FKBP2,429,-5.1117,-5.6492,-5.3042,-6.4830,-6.7401,-6.5659,,,
NM_006093,PRG3,678,-5.0466,-5.6269,-5.2307,-6.2598,-6.7452,-6.3671,,,
NM_002728,PRG2,669,-4.9986,-5.5786,-5.1740,-6.2854,-6.8011,-6.3729,,,
NM_001005173,OR52L1,990,-4.9140,-5.4646,-5.0840,-6.3020,NA,-6.2027,,,
NM_001062,TCN1,1302,-4.7683,-5.3013,-4.9518,-6.2990,-6.4423,-6.0837,,,
NM_201428,RTN3,3042,-4.4234,-4.9450,-4.6014,-5.9951,-6.5185,-5.7152,,,
NM_145804,ABTB2,3078,-4.3114,-4.8024,-4.5072,-5.8990,-6.1663,-5.7100,,,
NM_003860,BANF1,270,-5.3417,-5.8799,-5.5369,-6.5821,-7.3389,-6.7669,,,
NM_001001960,OR5W2,933,-4.9862,-5.5520,-5.1390,-6.6453,-7.7932,-6.2284,,,
NM_005609,PYGM,2529,-4.3000,-4.8458,-4.4732,-5.9027,-6.0192,-5.7954,,,
NM_001173991,TMEM216,447,-5.4114,-5.9927,-5.5923,-6.8204,-6.8654,-6.5480,,,
NM_001143830,GAS2,942,-4.9125,-5.5077,-5.0893,-6.1564,-6.5738,-6.2243,,,
NM_004254,SLC22A8,1629,-4.5873,-5.1238,-4.7596,-6.2729,-6.3967,-5.9864,,,
NM_033092,TRIM5,1044,-4.8385,-5.4162,-5.0075,-6.2203,-6.6640,-6.1796,,,
NM_001003818,TRIM6,1551,-4.6829,-5.2903,-4.8523,-5.9013,-6.5093,-6.0077,,,
NM_004716,PCSK7,2358,-4.3754,-4.9000,-4.5612,-5.8865,-6.1241,-5.8258,,,
NM_207354,ANKRD13D,1818,-4.5779,-5.0963,-4.7596,-6.2555,-6.3312,-5.9387,,,
NM_006389,HYOU1,3000,-4.3203,-4.8899,-4.4919,-5.8184,-5.9258,-5.7212,,,
NM_004976,KCNC1,1536,-4.3967,-4.8538,-4.5938,-6.2300,-7.6600,-6.0119,,,
NM_014361,CNTN5,3303,-4.3667,-4.9307,-4.5319,-5.7314,NA,-5.6794,,,
NM_017525,CDC42BPG,4656,-4.0679,-4.5949,-4.2495,-5.6329,-5.8340,-5.5303,,,
NM_001037329,CNGA4,1728,-4.5108,-5.0670,-4.6773,-5.9996,-6.6450,-5.9608,,,
NM_173525,C11orf42,1002,-4.8132,-5.3702,-4.9860,-6.1696,-7.0497,-6.1974,,,
NM_001256088,C11orf45,438,-5.1412,-5.6489,-5.3274,-6.7793,-7.0500,-6.5568,,,
NM_000256,MYBPC3,3825,-4.1756,-4.6834,-4.3508,-5.8504,NA,-5.6161,,,
NM_016142,HSD17B12,939,-4.8188,-5.3234,-5.0181,-6.4254,-6.3504,-6.2256,,,
NM_001198670,TMEM136,804,-5.2028,-5.7861,-5.3715,-6.4992,-7.3452,-6.2931,,,
NM_016464,TMEM138,489,-5.1947,-5.7747,-5.3664,-6.6021,-6.8730,-6.5090,,,
NM_004621,TRPC6,2796,-4.4517,-5.0259,-4.6199,-5.8982,-6.1913,-5.7518,,,
NM_001080521,RASSF10,1524,-4.6824,-5.1709,-4.8728,-6.2147,NA,-6.0153,,,
NM_005995,TBX10,1158,-4.7463,-5.2815,-4.9260,-6.3879,-6.3795,-6.1346,,,
NM_001005202,OR8K3,939,-4.9470,-5.5016,-5.1253,-6.2069,-7.7081,-6.2256,,,
NM_001004058,OR8K5,924,-4.9830,-5.5631,-5.1393,-6.4253,-7.8912,-6.2326,,,
NM_018389,SLC35C1,1095,-4.6589,-5.1114,-4.8612,-6.4332,-7.3390,-6.1589,,,
NM_054031,MRGPRX3,969,-4.7682,-5.2676,-4.9483,-6.4575,-7.6416,-6.2120,,,
NM_017749,AMBRA1,3627,-4.2267,-4.8043,-4.3892,-5.7127,-6.0601,-5.6388,,,
NM_207430,C11orf88,591,-5.0637,-5.5540,-5.2763,-6.4969,-6.6641,-6.4267,,,
NM_138471,C11orf84,1146,-4.6539,-5.1402,-4.8458,-6.3539,-6.6463,-6.1391,,,
NM_001037225,C11orf85,651,-5.0717,-5.6173,-5.2654,-6.5010,-6.5126,-6.3847,,,
NM_207645,C11orf87,594,-4.8661,-5.3226,-5.0704,-6.6338,-7.0124,-6.4245,,,
NM_024650,C11orf80,2034,-4.8198,-5.3799,-4.9822,-6.2686,NA,-5.8900,,,
NM_145018,C11orf82,2997,-4.5109,-5.0802,-4.6785,-5.8516,-6.8800,-5.7216,,,
NM_001085372,C11orf83,282,-5.1622,-5.6047,-5.3741,-6.9571,-7.3452,-6.7481,,,
NM_001404,EEF1G,1314,-4.6959,-5.2489,-4.8695,-6.0082,NA,-6.0797,,,
NM_005699,IL18BP,600,-5.0904,-5.6373,-5.2676,-6.5472,-6.8830,-6.4202,,,
NM_006552,SCGB1D1,273,-5.4098,-5.9567,-5.5849,-7.1084,-7.0406,-6.7622,,,
NM_006551,SCGB1D2,273,-5.3884,-5.8783,-5.6090,-6.7137,-7.0450,-6.7622,,,
NM_001030273,ARNTL,1749,-4.6059,-5.1803,-4.7844,-5.9598,-6.1950,-5.9555,,,
